"linenumber","fec_committee_id","clean_name","tran_id","flag_orgind","recipient","address_one","address_two","city","state","zip","date","amount","purpose","memo_code","memo_text"
"SB17","C00458679","Blaine For Congress","B28BCDC2374174264919","ORG","Ocean Prime","1341 G Street NW","Suite 1","Washington","DC","20005","2022-12-23","1133.05","Event Expense:  Food & Beverage","X",
"SB17","C00458679","Blaine For Congress","BF6DE8487BB14482EA9B","ORG","The Hamilton DC","600 14th St NW",,"Washington","DC","200052008","2022-12-16","7081.5","Event Expense:  Food & Beverage","X",
"SB17","C00458679","Blaine For Congress","B0577EE2CC51F4567A09","ORG","Capitol Hill Club","300 First Street, SE",,"Washington","DC","20003","2023-02-21","52","Political Meals",,
"SB21B","C00764233","Defend The Vote","500062832","ORG","The Eastern","360 7Th St SE",,"Washington","DC","200032504","2023-02-13","167","Meals","X","*"
"SB21B","C00764233","Defend The Vote","500062738","ORG","The Eastern","360 7Th St SE",,"Washington","DC","200032504","2023-03-12","39.2","Meals","X","*"
"SB21B","C00764233","Defend The Vote","500062549","ORG","The Eastern","360 7Th St SE",,"Washington","DC","200032504","2023-06-12","149.9","Meals","X","*"
"SB21B","C00433680","Treasure State Pac","500326710","ORG","Bistro Cacao","320 Massachusetts Ave NE",,"Washington","DC","200025702","2023-09-15","250","PAC Catering/meals","X","*"
"SB21B","C00365536","Chc Bold Pac","VTDKNAGZ901","ORG","Whole Foods Market","101 H St SE",,"Washington","DC","200033986","2023-09-12","57.79","Food and Beverages for Event",,
"SB29","C00492140","Ab Pac","501109395","ORG","Bistro Du Jour","99 District Sq SW",,"Washington","DC","200242490","2023-09-13","133.56","Meals","X","*"
"SB21B","C00436022","Moderate Democrats Pac","501105936","ORG","Sonoma Restaurant","223 Pennsylvania Ave SE",,"Washington","DC","200031107","2023-09-05","4259","PAC Catering/meals","X","*"
"SB17","C00658401","Greg Pence For Congress","SB17.62212","ORG","US HOUSE MEMBERS DINING","FIRST ST SE",,"WASHINGTON","DC","20004","2023-07-13","41","AMEX PAYMENT [SB17.61959]: MEETING EXPENSE: MEALS","X",
"SB17","C00658401","Greg Pence For Congress","SB17.62170","ORG","CARMINES ITALIAN RESTAURANT","425 7TH STREET NW AT E ST NW",,"WASHINGTON","DC","20004","2023-07-13","194.43","AMEX PAYMENT [SB17.61959]: MEETING EXPENSE: MEALS","X",
"SB17","C00658401","Greg Pence For Congress","SB17.62116","ORG","CAPITOL HILL CLUB","300 FIRST ST SE",,"WASHINGTON","DC","20003","2023-06-15","260.05","AMEX PAYMENT [SB17.61911]: MEETING EXPENSE: MEALS","X",
"SB23","C00441949","Jstreetpac","501296435","ORG","J Street","PO Box 66073",,"Washington","DC","200356073","2023-09-05","886.69","In-Kind: Staff Salary, Travel & Meals",,
"SB21B","C00762591","Save America","SB21B.938953.4","ORG","DC CAP HOTELIER LLC","1200 16TH ST NORTHWEST",,"WASHINGTON","DC","20036","2023-03-07","103.8","REIMBURSEMENT: TRAVEL: FOOD","X",
"SB21B","C00193433","Emil Ys List","SB21B-406446-150000","ORG","AMTRAK","1 MASSACHUSETTS AVE NW",,"WASHINGTON","DC","20001","2023-09-25","45","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-406446-130000","ORG","UVC INC","2711 26TH ST NE",,"WASHINGTON","DC","20018","2023-09-25","14.89","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-406446-80000","ORG","AMTRAK","1 MASSACHUSETTS AVE NW",,"WASHINGTON","DC","20001","2023-09-25","101","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-406446-60000","ORG","AMTRAK","1 MASSACHUSETTS AVE., NW",,"WASHINGTON","DC","20001","2023-09-25","14.25","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-406446-30000","ORG","AMTRAK","1 MASSACHUSETTS AVE., NW",,"WASHINGTON","DC","20001","2023-09-25","243","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-406446-20000","ORG","LA COLOMBE - MANHATTAN LAUNDRY","1346 FLORIDA AVE NW",,"WASHINGTON","DC","20009","2023-09-25","5.95","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-406446-10000","ORG","VTS DISTRICT CAB/NON","VTS DISTRICT CAB/NON",,"WASHINGTON","DC","20019","2023-09-25","13.71","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-406398-20000","ORG","CITY TAP HOUSE DUPONT","1250 CONNECTICUT AVE N.W.",,"WASHINGTON","DC","20036","2023-09-25","248.28","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-406432-10000","ORG","THE GROVE - DC","WASHINGTON REAGAN INT AIR",,"WASHINGTON","DC","20001","2023-09-25","7.8","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-406383-130000","ORG","TATTE WASHINGTON DC","1301 CONNECTICUT AVE",,"WASHINGTON","DC","20036","2023-09-25","39.37","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-406383-110000","ORG","SWEETGREEN DUPONT","1512 CONNECTICUT AVE NW",,"WASHINGTON","DC","200361104","2023-09-25","17.55","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-406383-20000","ORG","THE GROVE - DC","WASHINGTON REAGAN INT AIR",,"WASHINGTON","DC","20001","2023-09-25","6.64","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-406378-10000","ORG","TATTE WASHINGTON DC","1301 CONNECTICUT AVE",,"WASHINGTON","DC","20036","2023-09-25","13.5","Travel/Accommodation /Meals","X","Memo Entry"
"SB17","C00832279","Anthony Portantino For Congress","XB24EB465","ORG","Chiko","2029 P Street SW",,"Washington","DC","20036","2023-06-28","409.11","Food","X",
"SB17","C00832279","Anthony Portantino For Congress","XB11EB301","ORG","Corner Bakery","1828 L Street NW Ste.101",,"Washington","DC","20036","2023-04-25","254.56","Food","X",
"SB17","C00658401","Greg Pence For Congress","SB17.62181","ORG","GOOD STUFF EATERY","303 PENNSYLVANIA AVE SE",,"WASHINGTON","DC","20003","2023-07-19","90.69","AMEX PAYMENT [SB17.61959]: MEETING EXPENSE: MEALS","X",
"SB17","C00766428","Julia Letlow For Congress","B4D8E941B6B5A4408BA9","ORG","THE CAPITAL GRILLE","601 PENNSYLVANIA AVENUE NW",,"WASHINGTON","DC","200042601","2023-02-07","370.75","SUB-VENDOR: FOOD AND BEVERAGE(S) FOR FUNDRAISER","X",
"SB17","C00766428","Julia Letlow For Congress","B2823252A350D445B9E9","ORG","THE CAPITAL GRILLE","601 PENNSYLVANIA AVENUE NW",,"WASHINGTON","DC","200042601","2023-01-06","367.45","SUB-VENDOR: FOOD AND BEVERAGE(S) FOR FUNDRAISER","X",
"SB17","C00466482","Families For James Lankford","B716F4EF814114F01962","ORG","Restaurant Associates / U.S. Senate","Dirksen Office Building, SD-B04","1st & C St NE","Washington","DC","20510","2023-09-21","58","Food",,
"SB21B","C00571976","The Peter Norbeck Leadership Pac","B2B2366E19BFC4988886","ORG","REPUBLIC BARD","601 PENNSYLVANIA AVENUE NW",,"WASHINGTON","DC","200042601","2023-06-26","143.52","EVENT EXPENSE: FOOD AND BEVERAGE","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","BF4E42253783A4CCCA1E","ORG","REPUBLIC BARD","601 PENNSYLVANIA AVENUE NW",,"WASHINGTON","DC","200042601","2023-05-30","71.26","EVENT EXPENSE: FOOD AND BEVERAGE","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","B126D14AC5CDE4C7ABE3","ORG","REPUBLIC BARD","601 PENNSYLVANIA AVENUE NW",,"WASHINGTON","DC","200042601","2023-04-18","409.1","EVENT EXPENSE: FOOD AND BEVERAGE","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","BE8D68D11E640459481D","ORG","CHARLIE PALMER STEAK","101 CONSTITUTION AVE NW",,"WASHINGTON","DC","200012133","2023-03-29","139.4","EVENT EXPENSE: FOOD AND BEVERAGE","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","BDDED4D8495EC4CF690B","ORG","CAFE BERLIN","322 MASSACHUSETTS AVE NE",,"WASHINGTON","DC","200025702","2023-03-02","372.73","MEETING MEALS","X",
"SB17","C00445023","Guthrie For Congress","B53BB8C9473944976BB6","ORG","Capital Grille","601 Pennsylvania Avenue NW",,"Washington","DC","200042601","2023-06-08","538.8","food for meeting","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","B00593741FD204B2091B","ORG","CHARLIE PALMER STEAK","101 CONSTITUTION AVE NW",,"WASHINGTON","DC","200012133","2023-03-02","618.24","EVENT EXPENSE: FOOD AND BEVERAGE","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","BACF3714C59404937AD4","ORG","CHARLIE PALMER STEAK","101 CONSTITUTION AVE NW",,"WASHINGTON","DC","200012133","2023-02-09","672","EVENT EXPENSE: FOOD AND BEVERAGE","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","B40DC8EFC539C4EC2B00","ORG","CHARLIE PALMER STEAK","101 CONSTITUTION AVE NW",,"WASHINGTON","DC","200012133","2023-01-26","712.39","EVENT EXPENSE: FOOD AND BEVERAGE","X",
"SB17","C00574889","Tammy For Illinois","500384557","ORG","We, The Pizza","305 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-07-07","63.5","Meals","X","*"
"SB21","C00574889","Tammy For Illinois","500384562","ORG","U.S. Senate Dining","US CAPITOL S-110",,"Washington","DC","20004","2023-08-03","605","Officially Connected - Meals","X","*"
"SB17","C00445023","Guthrie For Congress","BDFA038048D974E25BD3","ORG","Bobby Van's Steakhouse","809 15th St NW",,"Washington","DC","200052203","2023-06-20","889.85","food for event/meeting","X",
"SB17","C00445023","Guthrie For Congress","B8023E7110C214D4CA0B","ORG","Capital Grille","601 Pennsylvania Avenue NW",,"Washington","DC","200042601","2023-07-21","438.75","food for meeting","X",
"SB17","C00445023","Guthrie For Congress","BB60DBECC16BF46129BD","ORG","Capitol Hill Club","300 1st Street SE",,"Washington","DC","200031801","2023-08-04","482.1","FOOD FOR MEETINGS",,
"SB17","C00445023","Guthrie For Congress","BF3232974250C4716ADB","ORG","Capitol Hill Club","300 1st Street SE",,"Washington","DC","200031801","2023-07-09","500.73","FOOD FOR MEETINGS",,
"SB21B","C00010603","Dnc Services Corp / Democratic National Committee","500185377","ORG","Ocean Prime","1341 G St NW",,"Washington","DC","200053105","2023-08-02","1560.22","Catering, Food & Beverages","X","*"
"SB21B","C00010603","Dnc Services Corp / Democratic National Committee","500184853","ORG","We The Pizza","305 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-08-09","206.4","Food & Beverages","X","*"
"SB21B","C00744946","Harris Victory Fund","500176860","ORG","Cork Wine Bar & Market","1805 14Th St NW",,"Washington","DC","200094425","2023-06-06","956.92","Catering, Food & Beverages","X","*"
"SB21B","C00744946","Harris Victory Fund","500178716","ORG","Occasions Caterers","655 Taylor St NE",,"Washington","DC","200172063","2023-07-17","7652.5","Catering, Food & Beverages",,
"SB21B","C00010603","Dnc Services Corp / Democratic National Committee","500184851","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-08-01","131.3","Catering, Food & Beverages","X","*"
"SB21B","C00010603","Dnc Services Corp / Democratic National Committee","500184850","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-08-01","10","Catering, Food & Beverages","X","*"
"SB21B","C00010603","Dnc Services Corp / Democratic National Committee","500184854","ORG","We The Pizza","305 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-07-25","145","Food & Beverages","X","*"
"SB17","C00791780","Summer Lee For Congress","500253694","ORG","Bethesda Bagels","120 M St SE",,"Washington","DC","200033515","2023-07-28","223.6","Meals",,
"SB17","C00486563","Manchin For West Virginia","500890789","ORG","Grazie","1875 K St NW","Ste 100","Washington","DC","200061239","2023-09-29","370","Food and Beverage","X","*"
"SB17","C00486563","Manchin For West Virginia","500890765","ORG","We, The Pizza","305 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-09-12","273.69","Food and Beverage","X","*"
"SB21","C00486563","Manchin For West Virginia","500890745","ORG","Restaurant Associates","2ND & D St SW",,"Washington","DC","205150001","2023-08-15","165.6","Food and Beverage - Officially Related",,
"SB17","C00499467","Titus For Congress","500326536","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-08-22","398.68","Membership Dues and Meals",,
"SB17","C00499467","Titus For Congress","500326495","ORG","Corner Bakery","529 14Th St NW",,"Washington","DC","200451000","2023-09-29","121","Meals",,
"SB17","C00499467","Titus For Congress","500326494","ORG","Corner Bakery","529 14Th St NW",,"Washington","DC","200451000","2023-09-21","128.8","Meals",,
"SB17","C00499467","Titus For Congress","500326493","ORG","Corner Bakery","529 14Th St NW",,"Washington","DC","200451000","2023-07-14","245.52","Meals",,
"SB17","C00559393","Dan Newhouse For Congress","B40D1D359BA2A478E97F","ORG","LA CHAUMIERE","2813 M ST NW",,"WASHINGTON","DC","200073712","2023-09-27","279.9","MEETING MEAL",,
"SB17","C00720011","Scott Fitzgerald For Congress","BBA00CCD2782C4CCCA2B","ORG","RARE STEAKHOUSE","1595 I ST NW",,"WASHINGTON","DC","200051106","2023-09-11","2650.4","EVENT FOOD AND DRINK",,
"SB17","C00255562","Friends Of Jim Clyburn","500992919","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-03-10","45","Food & Beverage","X","*"
"SB17","C00255562","Friends Of Jim Clyburn","501099633","ORG","Safeway","110 4Th St SW",,"Washington","DC","20024","2023-08-10","22.05","Food & Beverage","X","*"
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500687851","ORG","District Taco","656 Pennsylvania Ave SE",,"Washington","DC","200034304","2023-09-20","390.68","Food and Beverages",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500684158","ORG","District Taco","656 Pennsylvania Ave SE",,"Washington","DC","200034304","2023-07-31","117.44","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500684264","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-08-30","10","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500684261","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-08-30","100","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500684207","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-08-03","10","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500684206","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-08-03","132.4","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500684263","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-07-05","107.5","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500684262","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-07-05","10","Food and Beverage",,
"SB17","C00720011","Scott Fitzgerald For Congress","B80EDD61900D04CF49EF","ORG","CAPITOL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2023-08-14","696.8","FUNDRAISER FOOD",,
"SB17","C00720011","Scott Fitzgerald For Congress","BA5936ABDBAB54BB1B1C","ORG","LACOLLINA","747 C ST NE",,"WASHINGTON","DC","20002","2023-07-20","1768.25","EVENT FOOD",,
"SB17","C00720011","Scott Fitzgerald For Congress","B65F72E0F46254C0A94C","ORG","THE GATSBY","1205 HALF ST SE","105","WASHINGTON","DC","200034565","2023-07-13","566.36","EVENT FOOD AND DRINK",,
"SB17","C00255562","Friends Of Jim Clyburn","501057855","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-06-20","260","Food and Beverage","X","*"
"SB17","C00255562","Friends Of Jim Clyburn","501050774","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-05-22","170","Food & Beverage","X","*"
"SB17","C00527457","Friends Of Dave Joyce","B694FFE7EF3CE4E6AB15","ORG","JETTIES","3708 MACOMB ST NW",,"WASHINGTON","DC","200163804","2023-07-25","50","MEALS","X",
"SB17","C00527457","Friends Of Dave Joyce","BEE8F242FF29045E4AEE","ORG","CAPITOL HILL CLUB","300 1ST STREET SE",,"WASHINGTON","DC","200031801","2023-09-25","30","MEETING FOOD AND BEVERAGE","X",
"SB17","C00527457","Friends Of Dave Joyce","B59B2EEAA99CE4965B51","ORG","CAPITOL HILL CLUB","300 1ST STREET SE",,"WASHINGTON","DC","200031801","2023-08-25","585.61","MEETING FOOD AND BEVERAGE","X",
"SB17","C00527457","Friends Of Dave Joyce","B911E78064A784D4EA10","ORG","CAPITOL HILL CLUB","300 1ST STREET SE",,"WASHINGTON","DC","200031801","2023-09-18","95","MEETING FOOD AND BEVERAGE",,
"SB17","C00527457","Friends Of Dave Joyce","B2BE9EF9F203F4E63A7F","ORG","CAPITOL HILL CLUB","300 1ST STREET SE",,"WASHINGTON","DC","200031801","2023-08-14","95","MEETING FOOD AND BEVERAGE",,
"SB17","C00527457","Friends Of Dave Joyce","B227D6D8287974ED8906","ORG","CAPITOL HILL CLUB","300 1ST STREET SE",,"WASHINGTON","DC","200031801","2023-07-17","198.15","MEETING FOOD AND BEVERAGE",,
"SB23","C00540302","Tim Scott For America","SB23.956202","ORG","RESTAURANT ASSOCIATES","DIRSKEN SENATE OFFICE","BLDG. SDB-04","WASHINGTON","DC","20510","2023-08-22","4812.85","MEETING EXPENSE: MEALS",,
"SB23","C00540302","Tim Scott For America","SB23.962654.012","ORG","US SENATE DINING HALL","104 HART SENATE BLDG",,"WASHINGTON","DC","20510","2023-09-07","12.75","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.962654.011","ORG","US SENATE DINING HALL","104 HART SENATE BLDG",,"WASHINGTON","DC","20510","2023-09-06","9.74","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.962654.010","ORG","US SENATE DINING HALL","104 HART SENATE BLDG",,"WASHINGTON","DC","20510","2023-07-27","12.54","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.962654.009","ORG","US SENATE DINING HALL","104 HART SENATE BLDG",,"WASHINGTON","DC","20510","2023-07-26","5.95","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.056","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-07-13","8.5","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.055","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-07-12","7.06","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.054","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-07-11","9.74","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.053","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-07-11","7.41","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.052","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-06-07","8.23","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.051","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-06-07","10.73","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.050","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-05-31","9.65","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.049","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-05-11","7.95","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.048","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-05-11","12.75","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.047","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-05-11","7.22","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.046","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-05-10","11.89","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.045","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-05-03","11.33","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.044","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-05-03","7.22","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.043","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-04-26","8.75","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.042","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-04-20","12.75","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.041","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-04-20","7.95","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.040","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-04-19","12.4","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.039","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-03-23","8.25","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.038","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-03-16","7.32","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.037","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-03-15","10.04","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.953202.036","ORG","SENATE DINING ROOM","US CAPITOL","S-110","WASHINGTON","DC","20004","2023-03-08","10.74","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.956324.095","ORG","US SENATE CAFE","50 CONSTITUTION AVE NE",,"WASHINGTON","DC","20002","2023-07-07","178","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.961120.047","ORG","RESTAURANT ASSOCIATES","DIRSKEN SENATE OFFICE","BLDG. SDB-04","WASHINGTON","DC","20510","2023-08-20","4812.85","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.956324.094","ORG","US SENATE CAFE","50 CONSTITUTION AVE NE",,"WASHINGTON","DC","20002","2023-07-26","3190","MEETING EXPENSE: MEALS","X",
"SB17","C00226522","Richard E Neal For Congress Committee","501107175","ORG","Sfloglina","1099 New York Ave NW",,"Washington","DC","200014411","2023-09-28","1650","Fundraiser - Food & Beverage","X","*"
"SB23","C00540302","Tim Scott For America","SB23.951519.006","ORG","CAPITOL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","20003","2023-05-15","30","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.950949.112","ORG","US SENATE CAFE","50 CONSTITUTION AVE NE",,"WASHINGTON","DC","20002","2023-06-19","110.4","MEETING EXPENSE: MEALS","X",
"SB23","C00540302","Tim Scott For America","SB23.950949.111","ORG","US SENATE CAFE","50 CONSTITUTION AVE NE",,"WASHINGTON","DC","20002","2023-06-20","150.2","MEETING EXPENSE: MEALS","X",
"SB17","C00308742","Sherman For Congress","VSGDAA3C8J5","ORG","Hawk N Dove","329 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-07-07","929","Food and Beverage Expenses","X","*"
"SB23","C00540302","Tim Scott For America","SB23.945050","ORG","RESTAURANT ASSOCIATES","DIRSKEN SENATE OFFICE","BLDG. SDB-04","WASHINGTON","DC","20510","2023-04-18","343.4","MEETING EXPENSE: MEALS",,
"SB17","C00308742","Sherman For Congress","VSGDAA3C7J5","ORG","The Frost Group LLC","660 Pennsylvania Ave SE","Ste 202","Washington","DC","200034357","2023-09-21","4230.38","Food and Beverages",,
"SB17","C00308742","Sherman For Congress","VSGDAA3C7G9","ORG","The Frost Group LLC","660 Pennsylvania Ave SE","Ste 202","Washington","DC","200034357","2023-08-18","68.79","Reimbursement for food and beverages",,
"SB17","C00226928","Pallone For Congress","17-03-17361-26342","ORG","Hine Restaurants LLC","1090 Vermont Avenue NW",,"Washington","DC","20005","2023-09-22","1031.25","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17348-26282","ORG","Hine Restaurants LLC","1090 Vermont Avenue NW",,"Washington","DC","20005","2023-08-22","859.38","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17348-26293","ORG","Mission Navy Yard","1221 Van Street SE",,"Washington","DC","20003","2023-08-22","398.45","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17348-26287","ORG","Hine Restaurants LLC","1090 Vermont Avenue NW",,"Washington","DC","20005","2023-08-22","893.75","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17348-26300","ORG","The Salt Line","79 Potomac Avenue SE",,"Washington","DC","20003","2023-08-22","1751.9","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17348-26299","ORG","The Salt Line","79 Potomac Avenue SE",,"Washington","DC","20003","2023-08-22","62.2","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17348-26296","ORG","The Dubliner","4 F Street NW",,"Washington","DC","20001","2023-08-22","102.5","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17348-26295","ORG","Hine Restaurants LLC","1090 Vermont Avenue NW",,"Washington","DC","20005","2023-08-22","660.71","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17341-26250","ORG","DCanter Wine Boutique","545 8th Street SE",,"Washington","DC","20003","2023-07-26","786.75","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17341-26251","ORG","DCanter Wine Boutique","545 8th Street SE",,"Washington","DC","20003","2023-07-26","50.72","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17341-26247","ORG","Charlie Palmer Steak House","101 Constitution Avenue NW",,"Washington","DC","20001","2023-07-26","845.38","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17341-26254","ORG","Safeway Store","4203 Davenport Street NW",,"Washington","DC","20003","2023-07-26","224.8","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17341-26253","ORG","Hine Restaurants LLC","1090 Vermont Avenue NW",,"Washington","DC","20005","2023-07-26","135.27","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17341-26261","ORG","Hine Restaurants LLC","1090 Vermont Avenue NW",,"Washington","DC","20005","2023-07-26","-859.38","Credit - Overpayment - Food & Beverage","X",
