expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments
7/1/22,Stripe,185 Berry St.  suite 550  San Francisco  California 94107,Business/Group/Organization,3.32,Lamari  Cary for Montgomery County Council,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,Credit card processing fee
6/22/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,8400,Maryland Justice & Public Safety PAC,Printing and Campaign Materials,Printing - Brochures,ROBERT LEONARD - SUPPORT,NA,RR Donnellley,Electoral,Printing costs for direct mail
6/22/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,18518.57,Maryland Justice & Public Safety PAC,Postage,Postage,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Postage for direct mail
6/22/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,14515.14,Maryland Justice & Public Safety PAC,Printing and Campaign Materials,Printing - Brochures,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Printing and production costs for direct mail
6/21/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,1247.99,Maryland Justice & Public Safety PAC,Other Expenses,Other,ROBERT LEONARD - SUPPORT,NA,Gerri Hernandez,Electoral,Photography and Videography - Committee registered on 6/11/22 debt incurred on 6/12/22.
6/21/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,150.43,Maryland Justice & Public Safety PAC,Other Expenses,Other,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Photography and videography costs - Committee registered on 6/11/22  debt incurred on 6/12/22.
6/21/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,12110.8,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,NA,DSPolitical LLC,Electoral,Digital Ad Buy
6/21/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,12110.8,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,NA,Facebook,Electoral,Digital Ad Buy
6/21/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,24193.6,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Digital Ad Buy
6/24/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,18518.57,Maryland Justice & Public Safety PAC,Postage,Postage,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Postage for Direct Mail
6/24/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,8400,Maryland Justice & Public Safety PAC,Printing and Campaign Materials,Printing - Brochures,ROBERT LEONARD - SUPPORT,NA,RR Donnelley,Electoral,Printing costs for direct mail
6/24/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,11743.78,Maryland Justice & Public Safety PAC,Printing and Campaign Materials,Printing - Brochures,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Printing & production costs for direct mail
6/28/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,18518.57,Maryland Justice & Public Safety PAC,Postage,Postage,SCOTT SHELLENBERGER - OPPOSE,NA,NA,Electoral,Postage for direct mail
6/28/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,8400,Maryland Justice & Public Safety PAC,Printing and Campaign Materials,Printing - Brochures,SCOTT SHELLENBERGER - OPPOSE,NA,RR Donnelley,Electoral,Printing costs for direct mail
6/28/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,11743.78,Maryland Justice & Public Safety PAC,Printing and Campaign Materials,Printing - Brochures,SCOTT SHELLENBERGER - OPPOSE,NA,NA,Electoral,Printing and production costs for direct mail
6/17/22,Dennis A Chase,1724 Masontown Pl  Hughesville  Maryland 20637,Individual,700,Bowling Jr.  (Gilbert) Buddy Elect,Other Expenses,Other,NA,Check,NA,Electoral,Put campaign signs up.
6/13/22,CVS,2200 M St NW  Washington  District Of Columbia 20037,Business/Group/Organization,13.83,Moore  Wes For Maryland,Field Expenses,Other,NA,Check,NA,Electoral,Staff Meal
7/1/22,Paypal,2211 North Srreet  San Jose  California 95131,Business/Group/Organization,4.83,Patterson  Edith Committee To Elect,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
6/16/22,zoom video communications,55 Almaden Blvd  6th Floor  San Jose  California 95113,Business/Group/Organization,149.9,Cecil County Democratic Central Committee,Other Expenses,Meeting Expenses,NA,Debit Card,NA,Electoral,NA
6/9/22,Vantiv  LLC,8500 Governors Hill Dr.  Symmes Township  Ohio 45249-1384,Business/Group/Organization,2.07,Cecil County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/10/22,Nusrat Tusi,13 Harmony Mill Ct  Catonsville  Maryland 21228,Individual,165,Ruth  Sheila Friends of,Salaries and Other compensation,Wages - Campaign Staff,NA,Check,NA,Electoral,NA
6/30/22,TD Bank,8912 Woodyard Rd  Clinton  Maryland 20735,Business/Group/Organization,3,Woods  Jamila Friends of,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
6/29/22,Tri State Printing,120 Bester St  Hagerstown  Maryland 21740,Business/Group/Organization,110.45,Cunningham  Adam for State Senate,Printing and Campaign Materials,Printing - Yard Signs,NA,Credit Card/MasterCard,NA,Electoral,NA
6/24/22,Industrial Bank,4812 Georgia Av NW  Washington  District Of Columbia 20011,Business/Group/Organization,17,Cunningham  Adam for State Senate,Other Expenses,Bank Charges,NA,Credit Card/MasterCard,NA,Electoral,NA
7/1/22,Tri State Printing,120 Bester St  Hagerstown  Maryland 21740,Business/Group/Organization,175.41,Cunningham  Adam for State Senate,Printing and Campaign Materials,Printing - Brochures,NA,Credit Card/MasterCard,NA,Electoral,NA
6/30/22,Tri State Printing,120 Bester St  Hagerstown  Maryland 21740,Business/Group/Organization,15.92,Cunningham  Adam for State Senate,Printing and Campaign Materials,Printing - Brochures,NA,Credit Card/MasterCard,NA,Electoral,NA
6/28/22,GoDaddy,2299 W Obispo Ave  201  Gilbert  Arizona 85233,Business/Group/Organization,22.25,Cunningham  Adam for State Senate,Printing and Campaign Materials,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA
6/23/22,EN,N/a  Oakland  California 94608,Business/Group/Organization,185.52,Cunningham  Adam for State Senate,Printing and Campaign Materials,Graphic Design,NA,Credit Card/MasterCard,NA,Electoral,NA
6/15/22,Mark Weiss Associates,P.O Box 34407  Bethesda  Maryland 20817,Business/Group/Organization,2340.65,Lazo  Omar Friends of,Outstanding Obligation Paid,NA,NA,Electronic Check,NA,Electoral,NA
6/15/22,UpRising Strategies LLC,1920 N Cameron Street  Arlington  Virginia 22207,Business/Group/Organization,2000,Lazo  Omar Friends of,Outstanding Obligation Paid,NA,NA,Check,NA,Electoral,NA
6/10/22,Facebook  INC,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,68.97,Lazo  Omar Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ads
6/15/22,UpRising Strategies LLC,1920 N Cameron Street  Arlington  Virginia 22207,Business/Group/Organization,2000,Lazo  Omar Friends of,Outstanding Obligation Paid,NA,NA,Check,NA,Electoral,NA
6/15/22,UpRising Strategies LLC,1920 N Cameron Street  Arlington  Virginia 22207,Business/Group/Organization,2000,Lazo  Omar Friends of,Outstanding Obligation Paid,NA,NA,Check,NA,Electoral,NA
6/15/22,UpRising Strategies LLC,1920 N Cameron Street  Arlington  Virginia 22207,Business/Group/Organization,500,Lazo  Omar Friends of,Outstanding Obligation Paid,NA,NA,Check,NA,Electoral,NA
6/8/22,UpRising Strategies LLC,1920 N Cameron Street  Arlington  Virginia 22207,Business/Group/Organization,2000,Lazo  Omar Friends of,Salaries and Other compensation,Consultant Fees- Campaign workers,NA,Check,NA,Electoral,Consulting Fees
6/15/22,Squarespace  Inc,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,33.92,Lazo  Omar Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA
7/3/22,Stripe  Inc,185 Berry Street  Suite 550  San Francisco  California 94107,Business/Group/Organization,49.46,Lazo  Omar Friends of,Other Expenses,Credit Card Service Processing Charges,NA,Credit Card/Visa,NA,Electoral,NA
6/22/22,Mammen Group Inc.,1920 L Street NW  Suite 700  Washington  District Of Columbia 20036,Business/Group/Organization,25696,Lazo  Omar Friends of,Direct Mailing by Mail House (R),Mailing Service,NA,NA,NA,Electoral,NA
6/9/22,Amazon,410 Terry Ave N  Seattle  Washington 98109,Business/Group/Organization,51.52,Sterling  Jaymi Friends of,Rent and Other Office expenses,Office Supplies,NA,Debit Card,NA,Electoral,NA
6/11/22,Strategic Planning Consulting,110 Connetquot Road  Bayport  New York 11705,Business/Group/Organization,8550,Sterling  Jaymi Friends of,Media,Survey/Polls,NA,Check,NA,Electoral,NA
6/30/22,Apargon LLC,722 Dulaney Valley Rd  Suite 357  Towson  Maryland 21204,Business/Group/Organization,7500,Guzzone  Pamela (Pam) Lanman People for,Printing and Campaign Materials,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA
6/30/22,Team 13 Slate,P.O. Box 278  Simpsonville  Maryland 21150,Slate Committee,9000,Guzzone  Pamela (Pam) Lanman People for,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Wire Transfer,NA,Electoral,NA
6/9/22,Act Blue,14 Arrow St  Suite 11  Cambridge  Massachusetts 02138,Business/Group/Organization,56.26,Guzzone  Pamela (Pam) Lanman People for,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
6/16/22,Friends of Robin Grammer,316 Ida Avenue  Essex  Maryland 21221,Business/Group/Organization,250,Association Of Maryland Pilots Political Action Committee  T,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/22/22,Friends of Michele Guyton,1215 E. Fort Avenue  Suite 106  Baltimore  Maryland 21230,Business/Group/Organization,250,Association Of Maryland Pilots Political Action Committee  T,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/23/22,Friends of Arthur Ellis,1215 E. Fort Avenue  Suite 106  Baltimore  Maryland 21230,Business/Group/Organization,250,Association Of Maryland Pilots Political Action Committee  T,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/23/22,Friends of Eric Luedtke,P.O. Box 859  Burtonsville  Maryland 20866,Business/Group/Organization,250,Association Of Maryland Pilots Political Action Committee  T,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
7/1/22,Guyton  Michele for Baltimore County,c/o 14110 Phoenix Rd  Pheonix  Maryland 21131,Candidate Committee,100,Nurse Practitioner Association Of Maryland PAC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/13/22,The Home Depot,11408 Ocean Gateway  Berlin  Maryland 21811,Business/Group/Organization,26.77,Carozza  Mary Beth Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA
6/13/22,The Home Depot,11408 Ocean Gateway  Berlin  Maryland 21811,Business/Group/Organization,222.05,Carozza  Mary Beth Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA
7/1/22,Constant Contact,1601 Trapelo Road  Suite 329  Waltham  Massachusetts 02451,Business/Group/Organization,68.9,Carozza  Mary Beth Friends of,Rent and Other Office expenses,IT - Campaign Software,NA,EFT,NA,Electoral,NA
6/30/22,First United Bank and Trust,19 S Second Street  Oakland  Maryland 21550,Business/Group/Organization,33.49,Gregory  Justin Friends to Elect for State's Attorney,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
6/18/22,Mills  Kim Friends of,1453 Jordan Av  Crofton  Maryland 21114,Candidate Committee,3000,Reilly  Ed Friends Of Big,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/30/22,Constant Contact,1601 Trapelo Road  Walthan  Massachusetts 02451,Business/Group/Organization,74.2,Reilly  Ed Friends Of Big,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/10/22,Greater Severna Park Chamber of Commerce,1 Holly Ave  Severna Park  Maryland 21146,Business/Group/Organization,250,Reilly  Ed Friends Of Big,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,12211,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,NA,Facebook,Electoral,Digital Ad Buy
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,4552,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Facebook Digital Ad Buy
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,17746,Maryland Justice & Public Safety PAC,Media,Online Advertising,SCOTT SHELLENBERGER - OPPOSE,NA,NA,Electoral,Youtube Digital Ad Buy
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,40135,Maryland Justice & Public Safety PAC,Media,Online Advertising,SCOTT SHELLENBERGER - OPPOSE,NA,Youtube,Electoral,Digital Ad Buy
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,12538,Maryland Justice & Public Safety PAC,Media,Online Advertising,SCOTT SHELLENBERGER - OPPOSE,NA,DS-Political,Electoral,Digital Ad Targeting
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,26597,Maryland Justice & Public Safety PAC,Media,Online Advertising,SCOTT SHELLENBERGER - OPPOSE,NA,Campaign Ad-Cloud,Electoral,OTT - Streaming TV Ad Buy
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,4693,Maryland Justice & Public Safety PAC,Media,TV,SCOTT SHELLENBERGER - OPPOSE,NA,NA,Electoral,OTT - Streaming TV Ad Buy
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,8400,Maryland Justice & Public Safety PAC,Printing and Campaign Materials,Printing - Brochures,ROBERT LEONARD - SUPPORT,NA,RR Donnelley,Electoral,Printing costs for direct mail
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,18518.57,Maryland Justice & Public Safety PAC,Postage,Postage,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Postage for direct mail
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,11743.78,Maryland Justice & Public Safety PAC,Printing and Campaign Materials,Printing - Brochures,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Printing and production costs for direct mail
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,7672,Maryland Justice & Public Safety PAC,Media,Videos,SCOTT SHELLENBERGER - OPPOSE,NA,Rider Film,Electoral,Filming and photography
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,7800,Maryland Justice & Public Safety PAC,Media,Videos,SCOTT SHELLENBERGER - OPPOSE,NA,Foreground,Inc.,Electoral
6/30/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,8173,Maryland Justice & Public Safety PAC,Media,Videos,SCOTT SHELLENBERGER - OPPOSE,NA,NA,Electoral,Video production costs
6/12/22,Grille No 13,3016 Waldorf Market Place  Waldorf  Maryland 20603,Business/Group/Organization,340,Holland  Edward Citizens For,Fund Raiser,Fundraiser - Food & Beverage,NA,Credit Card/MasterCard,NA,Electoral,NA
6/22/22,Signarama,70 Industrial Park Drive  Unit 2D  Waldorf  Maryland 20602,Business/Group/Organization,692.88,Holland  Edward Citizens For,Printing and Campaign Materials,Printing - Yard Signs,NA,Credit Card/MasterCard,NA,Electoral,NA
6/23/22,Quality Printers,10485 Theodore Green Blvd  White Plains  Maryland 32176,Business/Group/Organization,321.76,Holland  Edward Citizens For,Printing and Campaign Materials,Printing - Brochures,NA,Credit Card/MasterCard,NA,Electoral,NA
6/21/22,PostcardMania,2145 Sunnydale Blvd  Bldg 102  Cleawater  Florida 33765,Business/Group/Organization,463.6,Holland  Edward Citizens For,Printing and Campaign Materials,Printing - Brochures,NA,Credit Card/Visa,NA,Electoral,NA
6/22/22,Signarama,70 Industrial Park Drive  Unit 2D  Waldorf  Maryland 20602,Business/Group/Organization,692.88,Holland  Edward Citizens For,Printing and Campaign Materials,Billboards / Outdoor Advertising,NA,Credit Card/Visa,NA,Electoral,NA
6/23/22,Quality Printers,10485 Theodore Green Blvd  White Plains  Maryland 32176,Business/Group/Organization,321.76,Holland  Edward Citizens For,Printing and Campaign Materials,Printing - Brochures,NA,Credit Card/Visa,NA,Electoral,NA
6/24/22,PostcardMania,2145 Sunnydale Blvd  Bldg 102  Cleawater  Florida 33765,Business/Group/Organization,1946.22,Holland  Edward Citizens For,Printing and Campaign Materials,Printing - Brochures,NA,Credit Card/Visa,NA,Electoral,NA
6/28/22,Signs on the Cheap,11525 Stone Hallow Road  Suite 100  Austin  Texas 78758,Business/Group/Organization,397.37,"Reid  William ""Billy"" Friends of",Printing and Campaign Materials,Printing - Yard Signs,NA,Debit Card,NA,Electoral,NA
6/29/22,Frederick News Post,351 Ballenger Creek Center Drive  Frederick  Maryland 21703,Business/Group/Organization,1499,"Reid  William ""Billy"" Friends of",Printing and Campaign Materials,Newspaper,NA,Debit Card,NA,Electoral,NA
6/13/22,Go Union Printing,2600 Dr.MLK Jr. Street  Suite 302  St. Petersburg  Florida 33704,Business/Group/Organization,435.77,"Reid  William ""Billy"" Friends of",Printing and Campaign Materials,Printing - Copies,NA,Debit Card,NA,Electoral,NA
6/17/22,Tri State,100 Bester Street  Hagerstown  Maryland 21740,Business/Group/Organization,169.94,"Reid  William ""Billy"" Friends of",Printing and Campaign Materials,Printing - Copies,NA,Debit Card,NA,Electoral,NA
6/24/22,Banners on the Cheap,11525 Stone Hallow Road  Suite 100  Austin  Texas 78758,Business/Group/Organization,438.11,"Reid  William ""Billy"" Friends of",Printing and Campaign Materials,Printing - Copies,NA,Debit Card,NA,Electoral,NA
6/27/22,Walmart,7400 Guildford Drive  Frederick  Maryland 21702,Business/Group/Organization,205.08,"Reid  William ""Billy"" Friends of",Fund Raiser,Fundraiser - Food & Beverage,NA,Debit Card,NA,Electoral,NA
6/27/22,Orioles Nest,1037 w Patrick Street  Frederick  Maryland 21702,Business/Group/Organization,308.42,"Reid  William ""Billy"" Friends of",Fund Raiser,Fundraiser - Food & Beverage,NA,Debit Card,NA,Electoral,NA
6/21/22,Heritage Printing,2854 Old Washington Road  Waldorf  Maryland 20601,Business/Group/Organization,1045,Burnam  Lisa Friends of,Printing and Campaign Materials,Billboards / Outdoor Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA
6/27/22,HOME DEPOT,12050 Jefferson Farm Pl  Waldorf  Maryland 20601,Business/Group/Organization,152.21,Burnam  Lisa Friends of,Printing and Campaign Materials,Billboards / Outdoor Advertising,NA,Credit Card/Visa,NA,Electoral,NA
6/28/22,HOME DEPOT #4638,7710 Richmond Hwy  Alexandria  Virginia 22306,Business/Group/Organization,50.81,Burnam  Lisa Friends of,Printing and Campaign Materials,Billboards / Outdoor Advertising,NA,Credit Card/Visa,NA,Electoral,NA
6/29/22,Wix.com LTD,40 Namal  Tel Aviv  ISRAEL,Business/Group/Organization,12.72,Burnam  Lisa Friends of,Rent and Other Office expenses,IT - Campaign Software,NA,Credit Card/Visa,NA,Electoral,NA
6/8/22,NATIONAL GRAPHICS,800 Debelius Ave  Baltimore  Maryland 21205,Business/Group/Organization,1885,McDonough  Pat Team,Printing and Campaign Materials,Printing - Yard Signs,NA,Check,NA,Electoral,NA
6/8/22,NATIONAL GRAPHICS,800 Debelius Ave  Baltimore  Maryland 21205,Business/Group/Organization,785.46,McDonough  Pat Team,Printing and Campaign Materials,Printing - Yard Signs,NA,Check,NA,Electoral,NA
6/10/22,NATIONAL GRAPHICS,800 Debelius Ave  Baltimore  Maryland 21205,Business/Group/Organization,279.81,McDonough  Pat Team,Printing and Campaign Materials,Printing - Yard Signs,NA,Check,NA,Electoral,NA
6/16/22,MIDDLE RIVER POST OFFICE,200 WILSON POINT RD  BALTIMORE  Maryland 21220,Business/Group/Organization,200,McDonough  Pat Team,Postage,Postage,NA,Check,NA,Electoral,NA
6/21/22,C& C PRESS,7110 GOLDENRING RD  BALTIMORE  Maryland 21237,Business/Group/Organization,954,McDonough  Pat Team,Printing and Campaign Materials,Printing - Yard Signs,NA,Check,NA,Electoral,NA
6/21/22,POST OFFICE,200 WILSON POINT RD  BALTIMORE  Maryland 21220,Business/Group/Organization,116,McDonough  Pat Team,Postage,Postage,NA,Debit Card,NA,Electoral,NA
6/21/22,HOME DEPOT,9955 PULASKI HIGHWAY  BALTIMORE  Maryland 21220,Business/Group/Organization,37.91,McDonough  Pat Team,Printing and Campaign Materials,Printing - Yard Signs,NA,Debit Card,NA,Electoral,NA
6/29/22,NATIONAL GRAPHICS,800 Debelius Ave  Baltimore  Maryland 21205,Business/Group/Organization,381.6,McDonough  Pat Team,Printing and Campaign Materials,Printing - Yard Signs,NA,Debit Card,NA,Electoral,NA
6/30/22,C& C PRESS,7110 GOLDENRING RD  BALTIMORE  Maryland 21205,Business/Group/Organization,837.5,McDonough  Pat Team,Printing and Campaign Materials,Printing - Yard Signs,NA,Debit Card,NA,Electoral,NA
6/28/22,Mail Chimp,675 Ponce De Leon Ave  Atlanta  Georgia 30308,Business/Group/Organization,92.22,Bass  Robert For Sheriff,Direct Mailing by Mail House (R),Mailing Service,NA,Credit Card/MasterCard,NA,Electoral,NA
6/23/22,Print Depot,7941 Central Ave  Capital  Heights  Maryland 20743,Business/Group/Organization,514.1,Bass  Robert For Sheriff,Printing and Campaign Materials,Printing - Brochures,NA,Credit Card/MasterCard,NA,Electoral,NA
6/29/22,Mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,18.02,Burnam  Lisa Friends of,Rent and Other Office expenses,IT - Campaign Software,NA,Credit Card/Visa,NA,Electoral,NA
6/30/22,7-ELEVEN Accokeek,401 Manning Rd E  Accokeek  Maryland 20607,Business/Group/Organization,60,Burnam  Lisa Friends of,Field Expenses,Other,NA,Credit Card/Visa,NA,Electoral,NA
6/30/22,USPS PO BOX,16405 Livingston Rd  Accokeek  Maryland 20607,Business/Group/Organization,78,Burnam  Lisa Friends of,Rent and Other Office expenses,Office - Campaign Office Maintenance,NA,Credit Card/Visa,NA,Electoral,NA
7/1/22,Tristate Printing  Inc.,120 Bester Street  Hagerstown  Maryland 21740,Business/Group/Organization,190.44,Burnam  Lisa Friends of,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),NA,Credit Card/Visa,NA,Electoral,NA
6/22/22,Neighborhood Signs & Stickers  LLC,6655 Amberton Drive  Suite L  Elkridge  Maryland 21075,Business/Group/Organization,8556.41,McMillan  Herb Friends Of,Printing and Campaign Materials,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Signs and bumper stickers
6/23/22,Aristotle,2878 Camino Del Rio S  Ste 301  San Diego  California 92108,Business/Group/Organization,150,McMillan  Herb Friends Of,Rent and Other Office expenses,IT - Campaign Software,NA,Check,NA,Electoral,Monthly fee
6/21/22,PostHaste Mailing,90 RUSSELL ST  ANNAPOLIS  Maryland 21401,Business/Group/Organization,80.8,McMillan  Herb Friends Of,Printing and Campaign Materials,Printing - Copies,NA,Check,NA,Electoral,NA
7/1/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,3,Michael  Joe Keep Judge,Media,Online Advertising,NA,EFT,NA,Electoral,NA
6/29/22,Howard County Democratic Central Committee,P.O. Box 279  Columbia  Maryland 21045,Business/Group/Organization,100,Macfarlane  Byron Friends Of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Debit Card,NA,Electoral,NA
6/14/22,West  Chris Friends of,PO  Box 5641  Baltimore  Maryland 21210,Candidate Committee,150,Baltimore County Physicians PAC  The,Fund Raiser,Fundraiser -General Expenses,NA,Check,NA,Electoral,NA
6/14/22,Guyton  Michele for Baltimore County,c/o 14110 Phoenix Rd  Pheonix  Maryland 21131,Candidate Committee,100,Baltimore County Physicians PAC  The,Fund Raiser,Fundraiser -General Expenses,NA,Check,NA,Electoral,NA
6/14/22,Hill  Terri Friends of,4523 Musterring Drum  Ellicott City  Maryland 21042,Candidate Committee,150,Baltimore County Physicians PAC  The,Fund Raiser,Fundraiser -General Expenses,NA,Check,NA,Electoral,NA
6/26/22,Szeliga  Kathy Friends Of,626C Admiral Drive  321  Annapolis  Maryland 21401,Candidate Committee,100,Baltimore County Physicians PAC  The,Fund Raiser,Fundraiser -General Expenses,NA,Check,NA,Electoral,NA
6/14/22,Cardin  Jon Committee to Elect,5604 South Bend Road  Baltimore  Maryland 21209,Candidate Committee,100,Baltimore County Physicians PAC  The,Fund Raiser,Fundraiser -General Expenses,NA,Check,NA,Electoral,NA
6/30/22,PNC,915 Freeport Road  Pittsburgh  Pennsylvania 15238,Business/Group/Organization,83.5,E. Atlantic Reg. Council of Carpenters MD PAC,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,Bank Fees
6/9/22,Watson  Courtney Friends Of,10269 Tuscany Rd.  Ellicott City  Maryland 21042,Candidate Committee,1000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
6/9/22,Wells  Melissa Friends of,218 North Charles St  Apt 2307  Baltimore  Maryland 21201,Candidate Committee,2000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
6/15/22,Clippinger  Luke Friends of,6 Tullycross Ct  Timonium  Maryland 21093,Candidate Committee,1000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
6/15/22,Luedtke  Eric Friends Of,3700 Berleigh Hill Court  Burtonsville  Maryland 20866,Candidate Committee,1000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
6/29/22,Shulman  Kathryn Friends of,6005 Ready Avenue  Baltimore  Maryland 21212,Candidate Committee,2500,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
6/29/22,Lisanti  Mary Ann Friends Of,418 S. Main Street  Bel Air  Maryland 21014,Candidate Committee,1000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
6/29/22,Olson  Eric Friends Of,P.O. Box 78  College Park  Maryland 20741,Candidate Committee,1000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
