linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,memo_code,memo_text,cycle,candidate
SB17,C00840017,500595310,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-29,4342.38,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610238,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-28,4342.38,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610237,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-14,4342.37,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500505914,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-12,4342.37,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500590816,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-14,4342.37,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500590766,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,2023-11-19,4307.44,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500610258,IND,NA,Winfield,Rachel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-14,4212.93,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610124,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,2023-12-10,4198.19,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500484466,PAC,EMILYS LIST,NA,NA,NA,NA,NA,1800 M St NW,Ste 375N,Washington,DC,200365862,NA,2023-10-09,4050,Direct Mail Production,NA,NA,2024,Alsobrooks
SB17,C00840017,500557216,ORG,Prince George's County Democratic Central Committee,NA,NA,NA,NA,NA,12814 Water Fowl Way,NA,Upper Marlboro,MD,207747028,NA,2023-10-24,4000,Non-Federal Contribution,X,*,2024,Alsobrooks
SB17,C00840017,500558943,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,2023-11-12,3970.07,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500552810,ORG,CareFirst Health Insurance,NA,NA,NA,NA,NA,840 1St St NE,NA,Washington,DC,200650003,NA,2023-11-02,3963.57,Health Insurance,NA,NA,2024,Alsobrooks
SB17,C00840017,500484459,ORG,CareFirst Health Insurance,NA,NA,NA,NA,NA,840 1St St NE,NA,Washington,DC,200650003,NA,2023-10-03,3963.57,Health Insurance,NA,NA,2024,Alsobrooks
SB17,C00840017,500595327,ORG,CareFirst Health Insurance,NA,NA,NA,NA,NA,840 1St St NE,NA,Washington,DC,200650003,NA,2023-12-04,3963.57,Health Insurance,NA,NA,2024,Alsobrooks
SB17,C00840017,500511827,ORG,Apex Tranz,NA,NA,NA,NA,NA,3910 Georgia Ave NW,Apt 617,Washington,DC,200115894,NA,2023-10-19,3500,Auto Travel,NA,NA,2024,Alsobrooks
SB17,C00840017,500505915,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-12,3451.06,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610242,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-14,3451.06,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500590817,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-14,3451.06,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500595311,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-29,3451.06,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610243,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-28,3451.06,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500532767,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-30,3451.06,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500532757,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,2023-10-29,3383.86,Credit Card Fees,NA,NA,2024,Alsobrooks
SB20A,C00840017,500484425,IND,NA,Irono,Emmanuel,NA,NA,NA,1508 E Capitol St NE,NA,Washington,DC,200031507,NA,2023-10-05,3300,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500511819,IND,NA,Dicarlo,Dana,NA,NA,NA,512 Lighthouse Way,NA,Sanibel,FL,339573906,NA,2023-10-22,3300,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,5115488I,IND,NA,Moton,Tatiana,NA,NA,NA,10605 Rivers Bend Ct,NA,Potomac,MD,208541236,NA,2023-11-02,3300,Catering/Site Rental,NA,* In-Kind Received,2024,Alsobrooks
SB20A,C00840017,500505874,IND,NA,Blizzard,Sheri,NA,NA,NA,3806 Tabacum Ct,NA,Upper Marlboro,MD,207749265,NA,2023-10-15,3300,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500484426,IND,NA,Irono,Emmanuel,NA,NA,NA,1508 E Capitol St NE,NA,Washington,DC,200031507,NA,2023-10-05,3300,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500590756,IND,NA,Adolph,Gwendolyn,NA,NA,NA,47 Montgomery Cir,NA,New Rochelle,NY,108044412,NA,2023-11-20,3300,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500484457,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,2023-10-08,3225.2,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,5115487I,IND,NA,Moton,Jerrod,NA,NA,NA,10605 Rivers Bend Ct,NA,Potomac,MD,208541236,NA,2023-11-02,3200,Catering/Site Rental,NA,* In-Kind Received,2024,Alsobrooks
SB17,C00840017,500610256,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-14,3156.52,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500590813,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-14,3156.51,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500595307,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-29,3156.5,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610257,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-28,3156.5,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500505911,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-12,3156.5,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500532763,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-30,3156.5,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500557210,ORG,"NGP VAN, Inc.",NA,NA,NA,NA,NA,1445 New York Ave NW,# 20,Washington,DC,200052134,NA,2023-10-10,3100,Software Rental,X,*,2024,Alsobrooks
SB20A,C00840017,500511815,IND,NA,Carroll,Dawne,NA,NA,NA,2005 Shiver Dr,NA,Alexandria,VA,223071633,NA,2023-10-18,3000,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500557241,ORG,Break Something Inc,NA,NA,NA,NA,NA,1380 Monroe St NW,# 409,Washington,DC,200103452,NA,2023-11-07,3000,Text Messaging Services,NA,NA,2024,Alsobrooks
SB20A,C00840017,500610120,IND,NA,Schollard,Gwen,NA,NA,NA,580 S Clinton St,Apt 11C,Denver,CO,802471266,NA,2023-12-24,2900,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500506148,ORG,"NGP VAN, Inc.",NA,NA,NA,NA,NA,1445 New York Ave NW,# 20,Washington,DC,200052134,NA,2023-10-16,2900,Software Rental,X,*,2024,Alsobrooks
SB17,C00840017,500557208,ORG,"NGP VAN, Inc.",NA,NA,NA,NA,NA,1445 New York Ave NW,# 20,Washington,DC,200052134,NA,2023-10-17,2900,Software Rental,X,*,2024,Alsobrooks
SB17,C00840017,500605915,ORG,"NGP VAN, Inc.",NA,NA,NA,NA,NA,1445 New York Ave NW,# 20,Washington,DC,200052134,NA,2023-12-15,2900,Software Rental,X,*,2024,Alsobrooks
SB17,C00840017,500610253,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-28,2878.48,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610252,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-14,2878.48,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500595312,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-29,2878.48,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500505916,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-12,2878.48,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500532768,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-30,2878.48,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500590818,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-14,2878.48,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610259,IND,NA,Winfield,Rachel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-28,2863.92,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500552808,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,2023-11-05,2826.63,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500610142,ORG,Harris Public Interest Consulting,NA,NA,NA,NA,NA,5804 Berkeley Ave,NA,Baltimore,MD,212154105,NA,2023-12-20,2806.45,General Strategy Consulting,NA,NA,2024,Alsobrooks
SB17,C00840017,500591329,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,2023-11-26,2791.67,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500511826,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,2023-10-22,2791.45,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500505867,ORG,The Pivot Group Inc,NA,NA,NA,NA,NA,712 H St NE,Unit 606,Washington,DC,200023627,NA,2023-10-11,2640,Printing,NA,NA,2024,Alsobrooks
SB17,C00840017,500557209,ORG,"NGP VAN, Inc.",NA,NA,NA,NA,NA,1445 New York Ave NW,# 20,Washington,DC,200052134,NA,2023-10-10,2550,Software Rental,X,*,2024,Alsobrooks
SB21,C00840017,500506170,PTY,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,NA,NA,NA,NA,NA,275 West St,Ste 70,Annapolis,MD,214013464,NA,2023-10-16,2500,Contribution. 10/16/2023 American Express credit card item,X,*,2024,Alsobrooks
SB17,C00840017,500557155,ORG,All Stage & Sound,NA,NA,NA,NA,NA,21500 Laytonsville Rd,NA,Gaithersburg,MD,208821624,NA,2023-10-23,2370.4,Event Production,X,*,2024,Alsobrooks
SB17,C00840017,500557236,IND,NA,Riley,Reginald,NA,NA,NA,234 Persimmon Cir,NA,Reisterstown,MD,211366464,NA,2023-10-31,2310,Travel Coordinator,NA,NA,2024,Alsobrooks
SB17,C00840017,500532761,ORG,Monument City Brewing Company,NA,NA,NA,NA,NA,1 N Haven St,NA,Baltimore,MD,212241614,NA,2023-10-24,2250,Catering,NA,NA,2024,Alsobrooks
SB17,C00840017,500610248,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-28,2202.93,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500595306,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-29,2202.93,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500590812,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-14,2202.93,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500532762,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-30,2202.93,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500505910,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-12,2202.93,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610247,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-14,2202.93,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500596912,IND,NA,Riley,Reginald,NA,NA,NA,234 Persimmon Cir,NA,Reisterstown,MD,211366464,NA,2023-12-06,2120,Travel Coordinator,NA,NA,2024,Alsobrooks
SB17,C00840017,500557244,ORG,Katz Watson Group Inc,NA,NA,NA,NA,NA,8006 Ellingson Dr,NA,Chevy Chase,MD,208153030,NA,2023-11-07,2041.83,Fundraising Reimbursement,NA,NA,2024,Alsobrooks
SB17,C00840017,4760439I,IND,NA,Rifkin,Leslie,NA,NA,NA,11541 Manorstone Ln,NA,Columbia,MD,210445413,NA,2023-10-15,2024.43,Catering,NA,* In-Kind Received,2024,Alsobrooks
SB17,C00840017,4760448I,ORG,Rifkin Weiner Livingston LLC,NA,NA,NA,NA,NA,225 Duke Of Gloucester St,NA,Annapolis,MD,214012506,NA,2023-10-15,1999.78,Catering,NA,* In-Kind Received,2024,Alsobrooks
SB17,C00840017,500610126,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,2023-12-24,1917.06,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500552815,ORG,Numero Inc,NA,NA,NA,NA,NA,695 Town Center Dr,Ste 580,Costa Mesa,CA,926261924,NA,2023-11-02,1880,Software Rental,NA,NA,2024,Alsobrooks
SB17,C00840017,500484463,ORG,Numero Inc,NA,NA,NA,NA,NA,695 Town Center Dr,Ste 580,Costa Mesa,CA,926261924,NA,2023-10-02,1880,Software Rental,NA,NA,2024,Alsobrooks
SB17,C00840017,500595334,ORG,Numero Inc,NA,NA,NA,NA,NA,695 Town Center Dr,Ste 580,Costa Mesa,CA,926261924,NA,2023-12-04,1880,Software Rental,NA,NA,2024,Alsobrooks
SB17,C00840017,500505863,ORG,Campaign Finance Consultants Inc,NA,NA,NA,NA,NA,750 1St St NE,Ste 1070,Washington,DC,200028008,NA,2023-10-11,1723.27,Fundraising Reimbursement,NA,NA,2024,Alsobrooks
SB17,C00840017,500532764,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-30,1602.54,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500505912,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-10-12,1602.54,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500595308,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-29,1602.54,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610249,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-14,1602.54,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610250,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-28,1602.54,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500590814,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-14,1602.54,Salary,X,*,2024,Alsobrooks
SB20A,C00840017,500505880,IND,NA,Wash,Anthony,Lamont,NA,NA,4649 Nannie Helen Burroughs Ave NE,NA,Washington,DC,200193662,NA,2023-10-13,1600,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500557240,ORG,Break Something Inc,NA,NA,NA,NA,NA,1380 Monroe St NW,# 409,Washington,DC,200103452,NA,2023-11-07,1512.72,Text Messaging Services,NA,NA,2024,Alsobrooks
SB17,C00840017,500614255,ORG,Oaks Bed & Breakfast,NA,NA,NA,NA,NA,9201 Laurel Oak Dr,NA,Bethesda,MD,208171937,NA,2023-11-07,1500,Site Rental,X,*,2024,Alsobrooks
SB17,C00840017,500557245,ORG,Magnus Pearson Media,NA,NA,NA,NA,NA,311 Wolfe St,NA,Alexandria,VA,223143725,NA,2023-11-07,1481.72,Media Production,NA,NA,2024,Alsobrooks
SB17,C00840017,500610251,IND,NA,Washington,Omar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-12-28,1423.48,Salary,X,*,2024,Alsobrooks
SB17,C00840017,5320428I,IND,NA,Smith,Will,NA,NA,NA,10701 Harper Ave,NA,Silver Spring,MD,209011416,NA,2023-11-29,1395.75,Event Catering,NA,* In-Kind Received,2024,Alsobrooks
SB17,C00840017,500506164,ORG,United States Postal Service,NA,NA,NA,NA,NA,9801 Apollo Dr,NA,Upper Marlboro,MD,207749997,NA,2023-10-16,1386,Postage,X,*,2024,Alsobrooks
SB17,C00840017,500557205,ORG,Monte Carlo Boardwalk,NA,NA,NA,NA,NA,1101 Atlantic Ave,NA,Ocean City,MD,218426692,NA,2023-10-17,1359.9,Lodging,X,*,2024,Alsobrooks
SB17,C00840017,500590768,ORG,Democracy Engine,NA,NA,NA,NA,NA,2125 14Th St NW,Apt 101W,Washington,DC,200094497,NA,2023-11-15,1168.4,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500506150,ORG,Olivia G Designs LLC,NA,NA,NA,NA,NA,14625 Baltimore Ave,NA,Laurel,MD,207074902,NA,2023-10-16,1150,Graphic Design,X,*,2024,Alsobrooks
SB17,C00840017,500557202,ORG,Monte Carlo Boardwalk,NA,NA,NA,NA,NA,1101 Atlantic Ave,NA,Ocean City,MD,218426692,NA,2023-10-19,1148.94,Lodging,X,*,2024,Alsobrooks
SB17,C00840017,500557246,ORG,The Pivot Group Inc,NA,NA,NA,NA,NA,712 H St NE,Unit 606,Washington,DC,200023627,NA,2023-11-07,1134.83,Photography Services,NA,NA,2024,Alsobrooks
SB17,C00840017,500605922,ORG,Phil Sardi's Catering,NA,NA,NA,NA,NA,5005 Garrett Ave,NA,Beltsville,MD,207051926,NA,2023-12-15,1087.35,Catering,X,*,2024,Alsobrooks
SB17,C00840017,500557217,ORG,Roland E. Powell Convention Center,NA,NA,NA,NA,NA,4001 Coastal Hwy,NA,Ocean City,MD,218423235,NA,2023-10-16,1046.58,Catering,X,*,2024,Alsobrooks
SB17,C00840017,500590822,IND,NA,Sloan,David,Augustine,NA,Jr.,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,2023-11-17,1022.5,Salary,X,*,2024,Alsobrooks
SB20A,C00840017,500610122,IND,NA,Green,Kim,Mumby,NA,NA,4 Stone Gate Ct,NA,Pikesville,MD,212081000,NA,2023-12-19,1000,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500552801,IND,NA,Tyson,Lincoln,NA,NA,NA,13007 Vicar Woods Ln,NA,Bowie,MD,207204786,NA,2023-10-27,1000,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500590762,IND,NA,Kulovic,George,NA,NA,NA,3412 Mela Ct,NA,Holiday,FL,346913632,NA,2023-11-19,1000,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,5458905I,COM,Will Smith For Maryland,NA,NA,NA,NA,NA,PO Box 8801,NA,Silver Spring,MD,209078801,NA,2023-11-29,999,Catering. Permissible Under the Act,NA,* In-Kind Received,2024,Alsobrooks
SB17,C00840017,500605893,ORG,Big City Foods,NA,NA,NA,NA,NA,9009 Central Ave,NA,Capitol Heights,MD,207433805,NA,2023-12-15,945,Catering,X,*,2024,Alsobrooks
SB17,C00840017,500610125,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,2023-12-17,941.81,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500506169,ORG,Zoom,NA,NA,NA,NA,NA,55 Almaden Blvd,Ste 600,San Jose,CA,951131612,NA,2023-10-16,915.49,Software Rental,X,*,2024,Alsobrooks
SB17,C00840017,500557206,ORG,Monte Carlo Boardwalk,NA,NA,NA,NA,NA,1101 Atlantic Ave,NA,Ocean City,MD,218426692,NA,2023-10-16,815.94,Lodging,X,*,2024,Alsobrooks
SB17,C00840017,500605884,ORG,American Express,NA,NA,NA,NA,NA,200 Vesey St,NA,New York,NY,102851000,NA,2023-12-15,805.48,Credit Card Payment - See Below if Itemized,NA,NA,2024,Alsobrooks
SB17,C00840017,500605905,ORG,Enterprise Rent-A-Car,NA,NA,NA,NA,NA,5202 River Rd,NA,Bethesda,MD,208161416,NA,2023-12-15,779.9,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500506143,ORG,Hilton San Francisco,NA,NA,NA,NA,NA,55 Cyril Magnin St,NA,San Francisco,CA,941022812,NA,2023-10-16,770.7,Lodging,X,*,2024,Alsobrooks
SB17,C00840017,500557170,ORG,Color Pro,NA,NA,NA,NA,NA,1441 Mccormick Dr,Ste 1000,Upper Marlboro,MD,207745473,NA,2023-10-19,750,Printing,X,*,2024,Alsobrooks
SB17,C00840017,500557204,ORG,Monte Carlo Boardwalk,NA,NA,NA,NA,NA,1101 Atlantic Ave,NA,Ocean City,MD,218426692,NA,2023-10-18,749.34,Lodging,X,*,2024,Alsobrooks
SB17,C00840017,500610129,ORG,Break Something Inc,NA,NA,NA,NA,NA,1380 Monroe St NW,# 409,Washington,DC,200103452,NA,2023-12-08,740.94,Text Messaging Services,NA,NA,2024,Alsobrooks
SB17,C00840017,500557242,ORG,Break Something Inc,NA,NA,NA,NA,NA,1380 Monroe St NW,# 409,Washington,DC,200103452,NA,2023-11-07,740.94,Text Messaging Services,NA,NA,2024,Alsobrooks
SB17,C00840017,500505861,ORG,Break Something Inc,NA,NA,NA,NA,NA,1380 Monroe St NW,# 409,Washington,DC,200103452,NA,2023-10-11,740.94,Text Messaging Services,NA,NA,2024,Alsobrooks
SB17,C00840017,4712254I,IND,NA,Ginsberg,David,NA,NA,NA,6508 Wiscasset Rd,NA,Bethesda,MD,208162113,NA,2023-11-06,735,Catering,NA,* In-Kind Received,2024,Alsobrooks
SB17,C00840017,500484464,ORG,Paragon Payment Solutions,NA,NA,NA,NA,NA,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,NA,2023-10-02,724.42,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500592857,ORG,Isolina Productions LLC,NA,NA,NA,NA,NA,2126 SILVER Spg,NA,Silver Spring,MD,20910,NA,2023-11-07,721,Event Performance,X,*,2024,Alsobrooks
SB17,C00840017,500505871,ORG,The Pivot Group Inc,NA,NA,NA,NA,NA,712 H St NE,Unit 606,Washington,DC,200023627,NA,2023-10-12,720,Printing,NA,NA,2024,Alsobrooks
SB17,C00840017,500605892,ORG,Best Buy,NA,NA,NA,NA,NA,2300 Petrie Ln,NA,Glenarden,MD,207061623,NA,2023-12-15,716.51,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500552807,IND,NA,Sanders,Hannah,NA,NA,NA,1100 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745380,NA,2023-11-02,688.54,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610132,ORG,Democracy Engine,NA,NA,NA,NA,NA,2125 14Th St NW,Apt 101W,Washington,DC,200094497,NA,2023-12-27,680,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500557167,ORG,Brothers Bistro,NA,NA,NA,NA,NA,1109 Atlantic Ave,NA,Ocean City,MD,218427347,NA,2023-10-20,665.94,Catering,X,*,2024,Alsobrooks
SB17,C00840017,500553056,ORG,American Express,NA,NA,NA,NA,NA,200 Vesey St,NA,New York,NY,102851000,NA,2023-11-06,658.01,Credit Card Payment - See Below if Itemized,NA,NA,2024,Alsobrooks
SB17,C00840017,500552816,ORG,Paragon Payment Solutions,NA,NA,NA,NA,NA,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,NA,2023-11-02,656.18,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500505858,ORG,Break Something Inc,NA,NA,NA,NA,NA,1380 Monroe St NW,# 409,Washington,DC,200103452,NA,2023-10-11,652,Digital Consulting,NA,NA,2024,Alsobrooks
SB17,C00840017,500557239,ORG,Break Something Inc,NA,NA,NA,NA,NA,1380 Monroe St NW,# 409,Washington,DC,200103452,NA,2023-11-07,652,Digital Consulting,NA,NA,2024,Alsobrooks
SB17,C00840017,500590773,ORG,Oakland Mills Interfaith Inc,NA,NA,NA,NA,NA,5885 Robert Oliver Pl,NA,Columbia,MD,210453734,NA,2023-11-17,650,Site Rental,NA,NA,2024,Alsobrooks
SB17,C00840017,500596913,ORG,Break Something Inc,NA,NA,NA,NA,NA,1380 Monroe St NW,# 409,Washington,DC,200103452,NA,2023-12-08,648,Text Messaging Services,NA,NA,2024,Alsobrooks
SB17,C00840017,500590821,IND,NA,Sanders,Hannah,NA,NA,NA,1100 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745380,NA,2023-11-16,644.53,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500605908,ORG,Google,NA,NA,NA,NA,NA,1600 Amphitheatre Pkwy,NA,Mountain View,CA,940431351,NA,2023-12-15,630,Email Services,X,*,2024,Alsobrooks
SB17,C00840017,500595316,IND,NA,Sanders,Hannah,NA,NA,NA,1100 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745380,NA,2023-11-30,629.86,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500610246,IND,NA,Sanders,Hannah,NA,NA,NA,1100 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745380,NA,2023-12-28,629.86,Salary,X,*,2024,Alsobrooks
