jurisdiction_code,county_name,poll_place_id,poll_name,poll_address1,city,state,zip,legislative_sub_district,legislative_district,congressional_district,judicial_circuit,appellate_circuit,councilmanic_district,election_district,building_type,college_nearby,college_name,is_early_voting_location,election_district_precinct
13,Harford,36651,Red Pump Elementary School,600 Red Pump Road,Bel Air,MD,21014,35A,35,01,03,02,B,03,SCHOOL,NA,NA,NA,003-010
13,Harford,37139,Bel Air Elementary School,30 E. Lee Street,Bel Air,MD,21014,34B,34,01,03,02,C,03,SCHOOL,NA,NA,NA,003-011
13,Harford,36950,Southampton Middle School,1200 Moores Mill Road,Bel Air,MD,21014,35A,35,01,03,02,C,03,SCHOOL,NA,NA,NA,003-012
13,Harford,36950,Southampton Middle School,1200 Moores Mill Road,Bel Air,MD,21014,35A,35,01,03,02,E,03,SCHOOL,NA,NA,NA,003-013
13,Harford,37141,Bel Air High School,100 Heighe Street,Bel Air,MD,21014,07B,07,01,03,02,C,03,SCHOOL,NA,NA,NA,003-014
13,Harford,36949,Ring Factory Elementary School,1400 Emmorton Road,Bel Air,MD,21014,34B,34,01,03,02,C,03,SCHOOL,NA,NA,NA,003-015
13,Harford,37140,Bel Air Middle School,99 Idlewild Street,Bel Air,MD,21014,34B,34,01,03,02,C,03,SCHOOL,NA,NA,NA,003-016
13,Harford,36653,Fountain Green Elementary School -,517 S. Fountain Green Road,Bel Air,MD,21015,35A,35,01,03,02,E,03,SCHOOL,NA,NA,NA,003-017
13,Harford,36952,Norrisville Elementary School,5302 Norrisville Road,White Hall,MD,21161,07B,07,01,03,02,D,04,SCHOOL,NA,NA,NA,004-001
13,Harford,37412,Jarrettsville Elementary School,3818 Norrisville Road,Jarrettsville,MD,21084,07B,07,01,03,02,D,04,SCHOOL,NA,NA,NA,004-002
13,Harford,36644,North Bend Elementary School,1445 North Bend Road,Jarrettsville,MD,21084,35A,35,01,03,02,D,04,SCHOOL,NA,NA,NA,004-003
13,Harford,37406,Jarrettsville Fire Hall,3825 Federal Hill Road,Jarrettsville,MD,21084,07B,07,01,03,02,D,04,FIRE STATION,NA,NA,EVC-4,004-004
13,Harford,37406,Jarrettsville Fire Hall,3825 Federal Hill Road,Jarrettsville,MD,21084,35A,35,01,03,02,D,04,FIRE STATION,NA,NA,EVC-4,004-005
13,Harford,37361,Youth's Benefit Elementary School,1901 Fallston Road,Fallston,MD,21047,07B,07,01,03,02,B,04,SCHOOL,NA,NA,NA,004-006
13,Harford,37361,Youth's Benefit Elementary School,1901 Fallston Road,Fallston,MD,21047,35A,35,01,03,02,B,04,SCHOOL,NA,NA,NA,004-007
13,Harford,37144,North Harford High School,211 Pylesville Road,Pylesville,MD,21132,35A,35,01,03,02,D,05,SCHOOL,NA,NA,NA,005-001
13,Harford,37143,Dublin Elementary School,1527 Whiteford Road,Street,MD,21154,35A,35,01,03,02,D,05,SCHOOL,NA,NA,NA,005-002
13,Harford,37225,Darlington Elementary School -,2119 Shuresville Road,Darlington,MD,21034,35A,35,01,03,02,D,05,SCHOOL,NA,NA,NA,005-003
13,Harford,37146,Meadowvale Elementary School,910 Graceview Drive,Havre De Grace,MD,21078,34A,34,01,03,02,D,06,SCHOOL,NA,NA,NA,006-001
13,Harford,37146,Meadowvale Elementary School,910 Graceview Drive,Havre De Grace,MD,21078,34A,34,01,03,02,F,06,SCHOOL,NA,NA,NA,006-002
13,Harford,37003,Aberdeen Middle School,111 Mt. Royal Avenue,Aberdeen,MD,21001,34A,34,01,03,02,E,06,SCHOOL,NA,NA,NA,006-003
13,Harford,37856,Havre De Grace Middle-High School,445 Lewis Lane,Havre De Grace,MD,21078,34A,34,01,03,02,F,06,SCHOOL,NA,NA,NA,006-004
13,Harford,37860,Star Centre,700 Congress AVE,Havre De Grace,MD,21078,34A,34,01,03,02,F,06,OTHER,NA,NA,NA,006-005
13,Harford,37259,McFaul Activity Center,525 W. MacPhail Road,Bel Air,MD,21014,NA,NA,NA,NA,NA,NA,NA,COMMUNITY CENTER,NA,NA,EVC-1,EVC
13,Harford,37851,Edgewood Recreation & Community Center,1980 Brookside Drive,Edgewood,MD,21040,NA,NA,NA,NA,NA,NA,NA,COMMUNITY CENTER,NA,NA,EVC-2,EVC
13,Harford,37908,Havre De Grace Activity Center,351 Lewis Lane,Havre De Grace,MD,21078,NA,NA,NA,NA,NA,NA,NA,COMMUNITY CENTER,NA,NA,EVC-3,EVC
13,Harford,37406,Jarrettsville Fire Hall,3825 Federal Hill Road,Jarrettsville,MD,21084,NA,NA,NA,NA,NA,NA,NA,FIRE STATION,NA,NA,EVC-4,EVC
14,Howard,37463,Elkridge Landing Mid School - Cafe And Gym,7085 Montgomery RD,Elkridge,MD,21075,12A,12,03,05,03,001,01,SCHOOL,NA,NA,NA,001-001
14,Howard,37462,Elkridge Elem School - Cafeteria And Gym -,7075 Montgomery RD,Elkridge,MD,21075,12A,12,03,05,03,001,01,SCHOOL,NA,NA,NA,001-002
14,Howard,37482,Mayfield Woods Mid School - Cafeteria And Gym -,7950 Red Barn Way,Elkridge,MD,21075,NA,13,03,05,03,002,01,SCHOOL,NA,NA,NA,001-003
14,Howard,37454,Bonnie Branch Mid School - Cafeteria And Gym -,4979 Ilchester RD,Ellicott City,MD,21043,12A,12,03,05,03,001,01,SCHOOL,NA,NA,NA,001-004
14,Howard,37845,Ilchester Elem School - Cafeteria And Gym,4981 Ilchester RD,Ellicott City,MD,21043,12A,12,03,05,03,002,01,SCHOOL,NA,NA,NA,001-005
14,Howard,37459,Deep Run Elem School - Cafeteria And Gym,6925 Old Waterloo RD,Elkridge,MD,21075,NA,13,03,05,03,002,01,SCHOOL,NA,NA,NA,001-006
14,Howard,37841,Bellows Spring Elem Sch- Cafe And Gym,8125 Old Stockbridge Drive,Ellicott City,MD,21043,12A,12,03,05,03,002,01,OTHER,NA,NA,NA,001-007
14,Howard,37492,Rockburn Elem School - Cafeteria And Gym -,6145 Montgomery RD,Elkridge,MD,21075,12A,12,03,05,03,002,01,OTHER,NA,NA,NA,001-012
14,Howard,37459,Deep Run Elem School - Cafeteria And Gym,6925 Old Waterloo RD,Elkridge,MD,21075,NA,13,03,05,03,003,01,SCHOOL,NA,NA,NA,001-015
14,Howard,37460,Ducketts Lane Elem School - Cafeteria And Gym -,6501 Ducketts LN,Elkridge,MD,21075,12A,12,03,05,03,001,01,SCHOOL,NA,NA,NA,001-016
14,Howard,37460,Ducketts Lane Elem School - Cafeteria And Gym -,6501 Ducketts LN,Elkridge,MD,21075,12A,12,03,05,03,002,01,SCHOOL,NA,NA,NA,001-021
14,Howard,37847,Roger Carter Community Center- Gym,3000 Milltowne Drive,Ellicott City,MD,21043,09B,09,03,05,03,001,02,COMMUNITY CENTER,NA,NA,NA,002-001
14,Howard,37465,Ellicott Mills Mid School - Cafeteria And Gym,4445 Montgomery RD,Ellicott City,MD,21043,09B,09,03,05,03,001,02,SCHOOL,NA,NA,NA,002-002
14,Howard,37465,Ellicott Mills Mid School - Cafeteria And Gym,4445 Montgomery RD,Ellicott City,MD,21043,09B,09,03,05,03,002,02,SCHOOL,NA,NA,NA,002-003
14,Howard,37473,Howard High School - Aux Gym And Main Gym,8700 Route 108,Ellicott City,MD,21043,12A,12,03,05,03,002,02,SCHOOL,NA,NA,NA,002-004
14,Howard,37456,Centennial Lane Elem School - Cafeteria And Gym -,3825 Centennial LN,Ellicott City,MD,21042,09B,09,03,05,03,001,02,SCHOOL,NA,NA,NA,002-005
14,Howard,37495,St. John's Lane Elem School - Cafeteria And Gym,2960 ST. John's LN,Ellicott City,MD,21042,09A,09,03,05,03,005,02,SCHOOL,NA,NA,NA,002-006
14,Howard,37483,Mt Hebron High School - Cafeteria And Gym -,9440 Old Frederick RD,Ellicott City,MD,21042,09A,09,03,05,03,005,02,SCHOOL,NA,NA,NA,002-007
14,Howard,37486,Patapsco Middle School - Cafeteria And Gym -,8885 Old Frederick RD,Ellicott City,MD,21043,09A,09,03,05,03,001,02,SCHOOL,NA,NA,NA,002-008
14,Howard,37844,Hollifield Station Elem School - Cafeteria And Gym,8701 Stonehouse DR,Ellicott City,MD,21043,09B,09,03,05,03,001,02,SCHOOL,NA,NA,NA,002-009
14,Howard,37455,Centennial High School - Cafeteria And Gym,4300 Centennial LN,Ellicott City,MD,21042,09B,09,03,05,03,001,02,SCHOOL,NA,NA,NA,002-010
14,Howard,37498,Waverly Elem School - Cafeteria And Gym -,10220 Wetherburn RD,Ellicott City,MD,21042,09A,09,03,05,03,005,02,SCHOOL,NA,NA,NA,002-011
14,Howard,37464,Ellicott City Sr Ctr - Meeting Room,9401 Frederick RD,Ellicott City,MD,21042,09B,09,03,05,03,001,02,COMMUNITY CENTER,NA,NA,NA,002-012
14,Howard,37461,Dunloggin Mid School - Cafeteria And Gym -,9129 Northfield RD,Ellicott City,MD,21042,09B,09,03,05,03,001,02,SCHOOL,NA,NA,NA,002-013
14,Howard,37500,Worthington Elem School - Cafeteria And Gym,4570 Roundhill RD,Ellicott City,MD,21043,09B,09,03,05,03,001,02,SCHOOL,NA,NA,NA,002-016
14,Howard,37455,Centennial High School - Cafeteria And Gym,4300 Centennial LN,Ellicott City,MD,21042,09B,09,03,05,03,005,02,SCHOOL,NA,NA,NA,002-017
14,Howard,37461,Dunloggin Mid School - Cafeteria And Gym -,9129 Northfield RD,Ellicott City,MD,21042,12A,12,03,05,03,001,02,SCHOOL,NA,NA,NA,002-022
14,Howard,37455,Centennial High School - Cafeteria And Gym,4300 Centennial LN,Ellicott City,MD,21042,09A,09,03,05,03,005,02,SCHOOL,NA,NA,NA,002-026
14,Howard,37466,Folly Quarter Mid School - Cafeteria And Gym -,13500 Triadelphia RD,Ellicott City,MD,21042,09A,09,03,05,03,005,03,SCHOOL,NA,NA,NA,003-001
14,Howard,37846,Mt View Mid School - Cafeteria And Gym,12101 Woodford DR,Marriottsville,MD,21104,09A,09,03,05,03,005,03,SCHOOL,NA,NA,NA,003-002
14,Howard,37455,Centennial High School - Cafeteria And Gym,4300 Centennial LN,Ellicott City,MD,21042,09B,09,03,05,03,005,03,SCHOOL,NA,NA,NA,003-004
14,Howard,37481,Marriotts Ridge High School- Aux Gym And Main Gym,12100 Woodford Drive,Marriottsville,MD,21104,09A,09,03,05,03,005,03,SCHOOL,NA,NA,NA,003-005
14,Howard,37496,St. Michael's Catholic Church - Multi-Purpose Rm -,1125 ST. Michaels RD,Mt. Airy,MD,21771,09A,09,03,05,03,005,04,CHURCH,NA,NA,NA,004-001
14,Howard,37468,Glenelg High School - Cafeteria And Gym -,14025 Burntwoods RD,Glenelg,MD,21737,09A,09,03,05,03,005,04,SCHOOL,NA,NA,NA,004-002
14,Howard,37478,Lisbon Elem School - Cafeteria And Gym -,15901 Frederick RD,Woodbine,MD,21797,09A,09,03,05,03,005,04,SCHOOL,NA,NA,NA,004-003
14,Howard,37848,Triadelphia Ridge Elementary School- Cafe And Cafe Lobby,13400 Triadelphia RD,Ellicott City,MD,21042,09A,09,03,05,03,005,05,OTHER,NA,NA,NA,005-001
14,Howard,37480,Longfellow Elem School- Cafe -,5470 Hesperus Drive,Columbia,MD,21044,12A,12,03,05,03,004,05,SCHOOL,NA,NA,NA,005-002
14,Howard,37493,Running Brook Elem School - Cafeteria And Gym,5215 W Running Brook RD,Columbia,MD,21044,12A,12,03,05,03,004,05,SCHOOL,NA,NA,NA,005-003
14,Howard,37499,Wilde Lake High School - Cafeteria And Gym -,5460 Trumpeter RD,Columbia,MD,21044,12A,12,03,05,03,004,05,SCHOOL,NA,NA,NA,005-004
14,Howard,37457,Clarksville Mid School - Cafeteria And Gym -,6535 South Trotter RD,Clarksville,MD,21029,NA,13,03,05,03,004,05,SCHOOL,NA,NA,NA,005-005
14,Howard,37489,Reservoir High School - Aux Gym And Main Gym -,11550 Scaggsville RD,Fulton,MD,20759,NA,13,03,05,03,004,05,SCHOOL,NA,NA,NA,005-006
14,Howard,37497,Swansfield Elem School - Aux Gym And Main Gym -,5610 Cedar LN,Columbia,MD,21044,12A,12,03,05,03,004,05,SCHOOL,NA,NA,NA,005-007
14,Howard,37471,Harpers Choice Mid School - Cafeteria And Gym -,5450 Beaverkill RD,Columbia,MD,21044,12A,12,03,05,03,004,05,SCHOOL,NA,NA,NA,005-009
14,Howard,37491,River Hill High School - Cafeteria And Lobby,12101 Clarksville Pike,Clarksville,MD,21029,09A,09,03,05,03,004,05,OTHER,NA,NA,NA,005-010
14,Howard,37494,Schooley Mill Park - Multi-Purpose Rm,12975 Hall Shop RD,Highland,MD,20777,NA,13,03,05,03,005,05,COMMUNITY CENTER,NA,NA,NA,005-011
14,Howard,37453,Atholton High School - Cafeteria And Gym -,6520 Freetown RD,Columbia,MD,21044,12A,12,03,05,03,004,05,SCHOOL,NA,NA,NA,005-012
14,Howard,37842,Clemens Crossing Elem School - Cafe And Gym,10320 Quarterstaff RD,Columbia,MD,21044,12A,12,03,05,03,004,05,OTHER,NA,NA,NA,005-013
14,Howard,37493,Running Brook Elem School - Cafeteria And Gym,5215 W Running Brook RD,Columbia,MD,21044,12A,12,03,05,03,001,05,SCHOOL,NA,NA,NA,005-016
14,Howard,37458,Dayton Oaks Elem School - Cafeteria,4691 Ten Oaks RD,Dayton,MD,21036,NA,13,03,05,03,005,05,SCHOOL,NA,NA,NA,005-019
14,Howard,37494,Schooley Mill Park - Multi-Purpose Rm,12975 Hall Shop RD,Highland,MD,20777,09A,09,03,05,03,005,05,COMMUNITY CENTER,NA,NA,NA,005-024
14,Howard,37487,Patuxent Valley Mid School - Cafeteria And Gym -,9151 Vollmerhausen RD,Jessup,MD,20794,NA,13,03,05,03,003,06,SCHOOL,NA,NA,NA,006-001
14,Howard,37467,Forest Ridge Elem School - Cafeteria And Gym,9550 Gorman RD,Laurel,MD,20723,NA,13,03,05,03,003,06,SCHOOL,NA,NA,NA,006-002
14,Howard,37470,Hammond Mid School - Gym -,8100 Aladdin DR,Laurel,MD,20723,NA,13,03,05,03,003,06,SCHOOL,NA,NA,NA,006-003
14,Howard,37840,Atholton Elementary- Cafe And Gym,6700 Seneca Drive,Columbia,MD,21046,NA,13,03,05,03,003,06,OTHER,NA,NA,NA,006-004
14,Howard,37485,Oakland Mills High School- Aux Gym And Main Gym -,9410 Kilimanjaro Road,Columbia,MD,21045,NA,13,03,05,03,002,06,SCHOOL,NA,NA,NA,006-005
14,Howard,37473,Howard High School - Aux Gym And Main Gym,8700 Route 108,Ellicott City,MD,21043,NA,13,03,05,03,002,06,SCHOOL,NA,NA,NA,006-006
14,Howard,37490,Ridgely's Run Comm Ctr - All Purpose Rm -,8400 Mission RD,Jessup,MD,20794,NA,13,03,05,03,003,06,COMMUNITY CENTER,NA,NA,NA,006-007
14,Howard,37473,Howard High School - Aux Gym And Main Gym,8700 Route 108,Ellicott City,MD,21043,12A,12,03,05,03,002,06,SCHOOL,NA,NA,NA,006-011
14,Howard,37475,Lake Elkhorn Mid School - Cafe And Gym -,6680 Cradlerock Way,Columbia,MD,21045,NA,13,03,05,03,003,06,SCHOOL,NA,NA,NA,006-012
14,Howard,37469,Guilford Elem School - Cafeteria And Gym -,7335 Oakland Mills RD,Columbia,MD,21046,NA,13,03,05,03,003,06,SCHOOL,NA,NA,NA,006-013
14,Howard,37488,Phelps Luck Elem School - Cafeteria And Gym -,5370 Oldstone CT,Columbia,MD,21045,12A,12,03,05,03,002,06,SCHOOL,NA,NA,NA,006-014
14,Howard,37476,Laurel Woods Elem School - Aux Gym And Main Gym -,9250 N Laurel RD,Laurel,MD,20723,NA,13,03,05,03,003,06,SCHOOL,NA,NA,NA,006-015
14,Howard,37843,Hammond High School - Aux Gym And Gym,8800 Guilford RD,Columbia,MD,21046,NA,13,03,05,03,003,06,SCHOOL,NA,NA,NA,006-020
14,Howard,37479,Long Reach High School - Aux Gym And Main Gym -,6101 Old Dobbin LN,Columbia,MD,21045,NA,13,03,05,03,002,06,SCHOOL,NA,NA,NA,006-021
14,Howard,37484,Murray Hill Mid School - Cafeteria And Gym -,9989 Winter Sun RD,Laurel,MD,20723,NA,13,03,05,03,003,06,SCHOOL,NA,NA,NA,006-027
14,Howard,37477,Lime Kiln Middle School - Cafeteria And Gym -,11650 Scaggsville RD,Fulton,MD,20759,NA,13,03,05,03,004,06,SCHOOL,NA,NA,NA,006-028
14,Howard,37474,Jeffers Hill Elem School - Cafe And Gym,6001 Tamar DR,Columbia,MD,21045,NA,13,03,05,03,002,06,SCHOOL,NA,NA,NA,006-031
14,Howard,37921,St John Baptist Church - Comm Ctr,9055 Tamar DR,Columbia,MD,21045,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-1,EVC
14,Howard,37922,The Bain Ctr,5470 Ruth Keeton Way,Columbia,MD,21044,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-2,EVC
14,Howard,37914,Meadowbrook Athletic Complex,5001 Meadowbrook LN,Ellicott City,MD,21043,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-3,EVC
14,Howard,37920,Gary J. Arthur Community Center - Gym,2400 MD-97,Cooksville,MD,21723,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-4,EVC
14,Howard,37923,North Laurel Community Ctr-Gym,9411 Whiskey Bottom RD,Laurel,MD,20723,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-5,EVC
15,Kent,36436,Millington Fire House,185 Sassafras Street,Millington,MD,21651,NA,36,01,02,01,NA,01,FIRE STATION,NA,NA,NA,001-001
15,Kent,36437,Galena Volunteer Fire Company,90 E. Cross Street,Galena,MD,21635,NA,36,01,02,01,NA,01,FIRE STATION,NA,NA,NA,001-002
15,Kent,37403,Shrewsbury Parish Hall,12824 Shrewsbury Church Road,Kennedyville,MD,21645,NA,36,01,02,01,NA,02,CHURCH,NA,NA,NA,002-001
15,Kent,36438,Kent County Community Center,11041 Worton Road,Worton,MD,21678,NA,36,01,02,01,NA,03,COMMUNITY CENTER,NA,NA,NA,003-001
15,Kent,36439,Betterton Fire Hall,2 Howell Point Road,Betterton,MD,21610,NA,36,01,02,01,NA,03,FIRE STATION,NA,NA,NA,003-002
15,Kent,37285,Chestertown Volunteer Fire Company,211 Maple Avenue,Chestertown,MD,21620,NA,36,01,02,01,NA,04,FIRE STATION,NA,NA,NA,004-001
15,Kent,37285,Chestertown Volunteer Fire Company,211 Maple Avenue,Chestertown,MD,21620,NA,36,01,02,01,NA,04,FIRE STATION,NA,NA,NA,004-002
15,Kent,36440,Rock Hall Fire Company,21500 Rock Hall Ave.,Rock Hall,MD,21661,NA,36,01,02,01,NA,05,FIRE STATION,NA,NA,NA,005-001
15,Kent,36955,Elks Lodge,8631 Bell Rose Lane,Chestertown,MD,21620,NA,36,01,02,01,NA,06,OTHER,NA,NA,NA,006-001
15,Kent,37238,Kent County Public Library,408 High Street,Chestertown,MD,21620,NA,36,01,02,01,NA,07,OTHER,NA,NA,EVC-1,007-001
15,Kent,37238,Kent County Public Library,408 High Street,Chestertown,MD,21620,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-1,EVC
16,Montgomery,36441,Laytonsville Elementary School,21401 Laytonsville Road,Gaithersburg,MD,20882,NA,14,08,06,07,007,01,SCHOOL,NA,NA,NA,001-001
16,Montgomery,36442,Goshen Elementary School,8701 Warfield Road,Gaithersburg,MD,20882,NA,14,08,06,07,007,01,SCHOOL,NA,NA,NA,001-002
16,Montgomery,36680,Gaithersburg Church of the Nazarene,8921 Warfield Road,Gaithersburg,MD,20882,NA,39,08,06,07,007,01,CHURCH,NA,NA,NA,001-003
16,Montgomery,36688,Judith A. Resnik Elementary School,7301 Hadley Farms Drive,Gaithersburg,MD,20879,NA,39,08,06,07,007,01,SCHOOL,NA,NA,NA,001-004
16,Montgomery,36960,Agricultural History Farm Park,18400 Muncaster Road,Derwood,MD,20855,NA,19,08,06,07,007,01,OTHER,NA,NA,NA,001-005
16,Montgomery,36961,Laytonsville Golf Course,7130 Dorsey Road,Laytonsville,MD,20882,NA,39,08,06,07,007,01,OTHER,NA,NA,NA,001-006
16,Montgomery,37286,Damascus Library,9701 Main Street,Damascus,MD,20872,NA,14,08,06,07,007,01,OTHER,NA,NA,NA,001-007
16,Montgomery,36960,Agricultural History Farm Park,18400 Muncaster Road,Derwood,MD,20855,NA,14,08,06,07,007,01,OTHER,NA,NA,NA,001-008
16,Montgomery,36443,Rocky Hill Middle School,22401 Brick Haven Way,Clarksburg,MD,20871,NA,39,06,06,07,002,02,SCHOOL,NA,NA,NA,002-001
16,Montgomery,36444,Kingsview Middle School,18909 Kingsview Road,Germantown,MD,20874,NA,15,06,06,07,002,02,SCHOOL,NA,NA,NA,002-002
16,Montgomery,36445,Waters Landing Elementary School,13100 Waters Landing Drive,Germantown,MD,20874,NA,15,06,06,07,002,02,SCHOOL,NA,NA,NA,002-003
16,Montgomery,36681,Lake Seneca Elementary School,13600 Wanegarden Drive,Germantown,MD,20874,NA,15,06,06,07,002,02,SCHOOL,NA,NA,NA,002-004
16,Montgomery,36928,"Martin Luther King, Jr. Middle School",13737 Wisteria Drive,Germantown,MD,20874,NA,15,06,06,07,002,02,SCHOOL,NA,NA,NA,002-005
16,Montgomery,37287,Hallie Wells Middle School,11701 Little Seneca Parkway,Clarksburg,MD,20871,NA,39,06,06,07,002,02,SCHOOL,NA,NA,NA,002-006
16,Montgomery,36453,John T. Baker Middle School,25400 Oak Drive,Damascus,MD,20872,09A,09,06,06,07,002,02,SCHOOL,NA,NA,NA,002-007
16,Montgomery,37234,Clarksburg High School,22500 Wims Road,Clarksburg,MD,20871,NA,15,06,06,07,002,02,SCHOOL,NA,NA,NA,002-008
16,Montgomery,37363,Little Bennett Elementary School,23930 Burdette Forest Road,Clarksburg,MD,20871,09A,09,06,06,07,002,02,SCHOOL,NA,NA,NA,002-010
16,Montgomery,37208,Wilson Wims Elementary School,12520 Blue Sky Drive,Clarksburg,MD,20871,NA,15,06,06,07,002,02,SCHOOL,NA,NA,NA,002-011
16,Montgomery,37679,Snowden Farm Elementary School,22500 Sweetspire Drive,Clarksburg,MD,20871,NA,14,06,06,07,002,02,SCHOOL,NA,NA,NA,002-012
16,Montgomery,36446,Poolesville Elementary School,19565 Fisher Avenue,Poolesville,MD,20837,NA,15,06,06,07,002,03,SCHOOL,NA,NA,NA,003-001
16,Montgomery,36830,John Poole Middle School,17014 Tom Fox Avenue,Poolesville,MD,20837,NA,15,06,06,07,002,03,SCHOOL,NA,NA,NA,003-002
16,Montgomery,36488,Rockville High School,2100 Baltimore Road,Rockville,MD,20851,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-001
16,Montgomery,36489,Julius West Middle School,651 Great Falls Road,Rockville,MD,20850,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-002
16,Montgomery,36490,Carver Educational Services Center,850 Hungerford Drive,Rockville,MD,20850,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-003
16,Montgomery,36494,Parkside Clubhouse North,10522 Montrose Avenue,Bethesda,MD,20814,NA,18,08,06,07,004,04,OTHER,NA,NA,NA,004-004
16,Montgomery,37209,Richard Montgomery High School,250 Richard Montgomery Drive,Rockville,MD,20852,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-005
16,Montgomery,36981,Lone Oak School Center,1010 Grandin Avenue,Rockville,MD,20851,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-006
16,Montgomery,36491,Twinbrook Elementary School,5911 Ridgway Avenue,Rockville,MD,20851,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-007
16,Montgomery,36890,Garrett Park Elementary School,4810 Oxford Street,Kensington,MD,20895,NA,18,08,06,07,004,04,SCHOOL,NA,NA,NA,004-008
16,Montgomery,36492,Meadow Hall Elementary School,951 Twinbrook Parkway,Rockville,MD,20851,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-009
16,Montgomery,36474,Tilden Middle School,11211 Old Georgetown Road,Rockville,MD,20852,NA,16,08,06,07,004,04,SCHOOL,NA,NA,NA,004-010
16,Montgomery,36495,Ritchie Park Elementary School,1514 Dunster Road,Rockville,MD,20854,NA,16,08,06,07,001,04,SCHOOL,NA,NA,NA,004-011
16,Montgomery,36991,Winston Churchill High School,11300 Gainsborough Road,Potomac,MD,20854,NA,15,08,06,07,001,04,SCHOOL,NA,NA,NA,004-012
16,Montgomery,36889,Farmland Elementary School,7000 Old Gate Road,Rockville,MD,20852,NA,16,08,06,07,004,04,SCHOOL,NA,NA,NA,004-013
16,Montgomery,37210,College Gardens Elementary School,1700 Yale Place,Rockville,MD,20850,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-014
16,Montgomery,37288,Rocking Horse Road Center,4910 Macon Road,Rockville,MD,20852,NA,18,08,06,07,006,04,OTHER,NA,NA,NA,004-015
16,Montgomery,36909,Thomas S. Wootton High School,2100 Wootton Parkway,Rockville,MD,20850,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-016
16,Montgomery,37668,Luxmanor Elementary School,6201 Tilden Lane,Rockville,MD,20852,NA,16,08,06,07,004,04,SCHOOL,NA,NA,NA,004-017
16,Montgomery,36474,Tilden Middle School,11211 Old Georgetown Road,Rockville,MD,20852,NA,16,08,06,07,004,04,SCHOOL,NA,NA,NA,004-018
16,Montgomery,37364,Candlewood Elementary School,7210 Osprey Drive,Rockville,MD,20855,NA,19,08,06,07,007,04,SCHOOL,NA,NA,NA,004-019
16,Montgomery,36466,Robert Frost Middle School,9201 Scott Drive,Rockville,MD,20850,NA,15,08,06,07,001,04,SCHOOL,NA,NA,NA,004-020
16,Montgomery,37830,Fallsmead Elementary School,1800 Greenplace Terrace,Rockville,MD,20850,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-021
16,Montgomery,36493,Cold Spring Elementary School -,9201 Falls Chapel Way,Potomac,MD,20854,NA,15,08,06,07,001,04,SCHOOL,NA,NA,NA,004-023
16,Montgomery,37159,Lakewood Elementary School,2534 Lindley Terrace,Rockville,MD,20850,NA,15,08,06,07,003,04,SCHOOL,NA,NA,NA,004-024
16,Montgomery,36495,Ritchie Park Elementary School,1514 Dunster Road,Rockville,MD,20854,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-025
16,Montgomery,37288,Rocking Horse Road Center,4910 Macon Road,Rockville,MD,20852,NA,18,08,06,07,006,04,OTHER,NA,NA,NA,004-026
16,Montgomery,36491,Twinbrook Elementary School,5911 Ridgway Avenue,Rockville,MD,20851,NA,18,08,06,07,006,04,SCHOOL,NA,NA,NA,004-027
16,Montgomery,36475,Bender Jewish Community Center,6125 Montrose Road,Rockville,MD,20852,NA,16,08,06,07,004,04,COMMUNITY CENTER,NA,NA,NA,004-028
16,Montgomery,37399,St. Elizabeth Catholic School,917 Montrose Road,Rockville,MD,20852,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-030
16,Montgomery,36646,Walter Johnson High School,6400 Rock Spring Drive,Bethesda,MD,20814,NA,16,08,06,07,004,04,SCHOOL,NA,NA,NA,004-031
16,Montgomery,37657,Beverly Farms Elementary School,8501 Postoak Road,Potomac,MD,20854,NA,15,08,06,07,001,04,SCHOOL,NA,NA,NA,004-032
16,Montgomery,36890,Garrett Park Elementary School,4810 Oxford Street,Kensington,MD,20895,NA,17,08,06,07,003,04,SCHOOL,NA,NA,NA,004-033
16,Montgomery,37364,Candlewood Elementary School,7210 Osprey Drive,Rockville,MD,20855,NA,19,08,06,07,007,04,SCHOOL,NA,NA,NA,004-034
16,Montgomery,36491,Twinbrook Elementary School,5911 Ridgway Avenue,Rockville,MD,20851,NA,18,08,06,07,003,04,SCHOOL,NA,NA,NA,004-038
