id,name,slug,amount,state,address,city,zip,naics_code,business_type,race,gender,veteran,non_profit,jobs_retained,date_approved,lender,congressional_district,loan_range_sort_key,previous_loan_range,previous_name,loan_number,sba_office_code,processing_method,loan_status,term,sba_guaranty_percentage,initial_approval_amount,current_approval_amount,undisbursed_amount,franchise_name,servicing_lender_location_id,servicing_lender_name,servicing_lender_address,servicing_lender_city,servicing_lender_state,servicing_lender_zip,rural_urban_indicator,hubzone_indicator,business_age_description,project_city,project_county_name,project_state,project_zip,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,originating_lender_city,originating_lender_state,loan_status_date,originating_lender_location_id,old_slug,lmi_indicator,unmatched_original,unmatched_updated,previous_jobs_reported,ethnicity,forgiveness_amount,forgiveness_date
105066590,EAST COAST PDR LLC,east-coast-pdr-llc-4793178308,10285,WV,307 Wendover Dr,Bunker Hill,25413-4276,811111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-01-23,First United Bank & Trust,WV-02,NA,NA,NA,4793178308,390,PPS,Exemption 4,60,100,10285,10285,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,Bunker Hill,BERKELEY,WV,25413-4276,NA,10285,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,N,NA,NA,NA,Unknown/NotStated,10324.43,2021-06-15
105069454,SCULPT FITNESS STUDIO,sculpt-fitness-studio-6581888404,6982,WV,1508 Winchester Ave,Martinsburg,25405-5025,812199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,1,2021-02-10,City National Bank of West Virginia,WV-02,NA,NA,NA,6581888404,390,PPS,Exemption 4,60,100,6982,6982,0,NA,74995,City National Bank of West Virginia,3601 MacCorkle Ave SE,CHARLESTON,WV,25304-1421,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-5025,NA,6982,NA,NA,NA,NA,NA,CHARLESTON,WV,NA,74995,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105053840,K&F CONSTRUCTION INC,k-f-construction-inc-9480367105,36000,WV,1 PO BOX 2387,MARTINSBURG,25402-2387,212321,Corporation,Unanswered,Unanswered,Unanswered,NA,2,2020-04-15,Bank of Charles Town,WV-02,NA,NA,NA,9480367105,390,PPP,Paid in Full,24,100,36032,36000,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25402-2387,NA,36000,NA,NA,NA,NA,NA,CHARLES TOWN,WV,2021-02-20,75098,NA,N,NA,NA,NA,Unknown/NotStated,36257,2021-01-06
105058128,LAURA CORBIN,laura-corbin-1025618607,20833.32,WV,87 Currituck Ct,Bunker Hill,25413-4332,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-12,"CNB Bank, Inc.",WV-02,NA,NA,NA,1025618607,390,PPP,Exemption 4,60,100,20833.32,20833.32,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Bunker Hill,BERKELEY,WV,25413-4332,NA,20833.32,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,20881.84,2021-06-14
105071926,STEVEN SPRENKLE,steven-sprenkle-3561988605,4705,WV,510 S Georgia Ave,Martinsburg,25401-1922,711130,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2021-03-17,City National Bank of West Virginia,WV-02,NA,NA,NA,3561988605,390,PPP,Exemption 4,60,100,4705,4705,0,NA,74995,City National Bank of West Virginia,3601 MacCorkle Ave SE,CHARLESTON,WV,25304-1421,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-1922,NA,4705,NA,NA,NA,NA,NA,CHARLESTON,WV,NA,74995,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105048921,KILMER'S FARM MARKET,kilmer-s-farm-market-6825837009,76000,WV,431 Arborshade Drive,INWOOD,25428,445230,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,8,2020-04-07,"CNB Bank, Inc.",WV-02,NA,NA,NA,6825837009,390,PPP,Exemption 4,24,100,76000,76000,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,INWOOD,BERKELEY,WV,25428-0001,19000,57000,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105062340,CHARLES W HENSELL III,charles-w-hensell-iii-8814317108,16666,WV,29 EFLY LN,MARTINSBURG,25403-1072,522310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2020-04-15,Bank of Charles Town,WV-02,NA,NA,NA,8814317108,390,PPP,Exemption 4,24,100,16666,16666,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25403-1072,NA,16666,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,N,NA,NA,NA,Unknown/NotStated,16857.2,2021-06-09
94298070,W HARLEY MILLER CONTRACTORS INC.,w-harley-miller-contractors-inc-6453838406,213119,WV,1193 Hedgesville Rd,Martinsburg,25403-2277,236220,Corporation,Unanswered,Unanswered,Unanswered,NA,19,2021-02-10,United Bank,WV-02,NA,NA,NA,6453838406,390,PPS,Exemption 4,60,100,213119,213119,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25403-2277,NA,213119,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105052561,WEST VIRGINIA HOME HEALTH LLC,west-virginia-home-health-llc-4636497201,42500,WV,300 Foxcroft Ave Ste. 100B-6,MARTINSBURG,25401-5341,621610,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,11,2020-04-27,United Bank,WV-02,NA,NA,NA,4636497201,390,PPP,Exemption 4,24,100,42500,42500,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Unanswered,MARTINSBURG,BERKELEY,WV,25401-5341,NA,42500,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,Y,NA,NA,NA,Unknown/NotStated,42987.57,2021-06-29
105059279,KENNETH MATTSON,kenneth-mattson-2399518807,20832,WV,587 Tabler Station Rd,Inwood,25428-5307,624310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,2,2021-04-12,"Readycap Lending, LLC",WV-02,NA,NA,NA,2399518807,390,PPS,Exemption 4,60,100,20832,20832,0,NA,499141,"Readycap Lending, LLC",200 Connell Drive Suite 4000,BERKELEY HEIGHTS,NJ,07922,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-5307,NA,20832,NA,NA,NA,NA,NA,BERKELEY HEIGHTS,NJ,NA,499141,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105069598,"METRO REALTY CONNECTIONS, INC.",metro-realty-connections-inc-3241517304,6800,WV,123 WICKIUP LN,HEDGESVILLE,25427-5343,531210,Corporation,Unanswered,Unanswered,Unanswered,NA,1,2020-04-29,"Summit Community Bank, Inc.",WV-02,NA,NA,NA,3241517304,390,PPP,Paid in Full,24,100,6800,6800,0,NA,119785,"Summit Community Bank, Inc.",310 N Main St,MOOREFIELD,WV,26836-1055,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-5343,706,5388,706,NA,NA,NA,NA,MOOREFIELD,WV,2021-03-30,119785,NA,N,NA,NA,NA,Unknown/NotStated,6857.8,2021-03-09
105065626,SHEILA MOTHERSHEAD,sheila-mothershead-6399088600,11578,WV,67 Tidewater Ter,Falling Waters,25419-4366,492110,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-03-23,"Harvest Small Business Finance, LLC",WV-02,NA,NA,NA,6399088600,390,PPP,Exemption 4,60,100,11578,11578,0,NA,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 232,Laguna Hills,CA,92653,R,N,Existing or more than 2 years old,Falling Waters,BERKELEY,WV,25419-4366,NA,11578,NA,NA,NA,NA,NA,Laguna Hills,CA,NA,509316,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105066524,ROBERT C STONE JR PLLC,robert-c-stone-jr-pllc-3488897206,10334,WV,529 W KING ST,MARTINSBURG,25401-2651,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,1,2020-04-27,Jefferson Security Bank,WV-02,NA,NA,NA,3488897206,390,PPP,Paid in Full,24,100,10334,10334,0,NA,75400,Jefferson Security Bank,105 E Washington St,SHEPHERDSTOWN,WV,25443,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-2651,NA,10334,NA,NA,NA,NA,NA,SHEPHERDSTOWN,WV,2021-06-19,75400,NA,Y,NA,NA,NA,Unknown/NotStated,10441.93,2021-05-12
105073118,SISTER SUES JAMS & JELLIES LLC,sister-sues-jams-jellies-llc-3889668607,3661,WV,2063 Charles Town Rd N/A,Martinsburg,25405-5518,311999,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-17,Customers Bank,WV-02,NA,NA,NA,3889668607,390,PPP,Exemption 4,60,100,3661,3661,0,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-5518,1,3657,NA,NA,NA,NA,NA,PHOENIXVILLE,PA,NA,121536,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105053199,PANHANDLE USED EQUIPMENT LLC,panhandle-used-equipment-llc-6426358409,39202.65,WV,428 Sutton Dr,Falling Waters,25419-4190,332710,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,4,2021-02-10,"CNB Bank, Inc.",WV-02,NA,NA,NA,6426358409,390,PPS,Exemption 4,60,100,39202.65,39202.65,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Falling Waters,BERKELEY,WV,25419-4190,NA,39202.65,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105062713,"BEAR'S REPAIR & TIRE SERVICE, LLC",bear-s-repair-tire-service-llc-5911947107,16000,WV,904 WINCHESTER AVE,MARTINSBURG,25401-1762,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,3,2020-04-14,United Bank,WV-02,NA,NA,NA,5911947107,390,PPP,Exemption 4,24,100,16000,16000,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-1762,NA,16000,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105068637,SCULPT FITNESS STUDIO LLC,sculpt-fitness-studio-llc-4229637100,7825,WV,1508 Winchester Ave,MARTINSBURG,25405-5025,713940,Limited  Liability Company(LLC),White,Female Owned,Unanswered,NA,8,2020-04-13,City National Bank of West Virginia,WV-02,NA,NA,NA,4229637100,390,PPP,Paid in Full,24,100,7825,7825,0,NA,74995,City National Bank of West Virginia,3601 MacCorkle Ave SE,CHARLESTON,WV,25304-1421,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25405-5025,NA,7825,NA,NA,NA,NA,NA,CHARLESTON,WV,2021-04-21,74995,NA,N,NA,NA,NA,Not Hispanic or Latino,7866.52,2020-11-02
105075561,PAUL SANON,paul-sanon-6142548710,1483.75,WV,145 Garden Dr Apt 101,Martinsburg,25404-4496,812111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-04-03,"Square Capital, LLC",WV-02,NA,NA,NA,6142548710,390,PPS,Exemption 4,60,100,1483.75,1483.75,0,NA,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-4496,NA,1483.75,NA,NA,NA,NA,NA,San Francisco,CA,NA,529050,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105058216,MONIKA FOSTER,monika-foster-6372548705,20833.32,WV,230 B and O Overpass Rd,Hedgesville,25427-6947,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-04-03,"CNB Bank, Inc.",WV-02,NA,NA,NA,6372548705,390,PPP,Exemption 4,60,100,20833.32,20833.32,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Hedgesville,BERKELEY,WV,25427-6947,NA,20832.32,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105067874,"NOVAK & EMERSON,  LLC",novak-emerson-llc-5100777209,8700,WV,PO Box 737,Inwood,25428,445120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,3,2020-04-27,First United Bank & Trust,WV-02,NA,NA,NA,5100777209,390,PPP,Paid in Full,24,100,8700,8700,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-0001,NA,8700,NA,NA,NA,NA,NA,OAKLAND,MD,2020-12-17,30767,NA,N,NA,NA,NA,Unknown/NotStated,8747.85,2020-11-20
105053669,SAIOM LLC,saiom-llc-5126767204,36735,WV,1937 SHORT RD,KEARNEYSVILLE,25430-2918,531120,Corporation,Asian,Male Owned,Non-Veteran,NA,12,2020-04-27,Jefferson Security Bank,WV-02,NA,NA,NA,5126767204,390,PPP,Paid in Full,24,100,36735,36735,0,NA,75400,Jefferson Security Bank,105 E Washington St,SHEPHERDSTOWN,WV,25443,R,N,New Business or 2 years or less,KEARNEYSVILLE,BERKELEY,WV,25430-2918,NA,36735,NA,NA,NA,NA,NA,SHEPHERDSTOWN,WV,2021-05-18,75400,NA,N,NA,NA,NA,Not Hispanic or Latino,37099.29,2021-04-22
105061471,DOCS SERVICE CENTER LLC,docs-service-center-llc-4147097209,18300,WV,1116 Mid Atlantic Parkway,MARTINSBURG,25404-3398,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,4,2020-04-27,United Bank,WV-02,NA,NA,NA,4147097209,390,PPP,Exemption 4,24,100,18300,18300,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,New Business or 2 years or less,MARTINSBURG,BERKELEY,WV,25404-3398,NA,18300,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105072901,HUNTER WILSON ENTERPRISES LLC,hunter-wilson-enterprises-llc-3468268400,3844.62,WV,317 Aikens Ctr,Martinsburg,25404-6204,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,2,2021-02-05,"CNB Bank, Inc.",WV-02,NA,NA,NA,3468268400,390,PPP,Exemption 4,60,100,3844.62,3844.62,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-6204,1,3838.62,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105048716,MOUNTAIN STATE PAWN INC.,mountain-state-pawn-inc-9613028501,79071,WV,911 Winchester Ave,Martinsburg,25401-1769,522298,Corporation,Unanswered,Unanswered,Unanswered,NA,9,2021-03-12,United Bank,WV-02,NA,NA,NA,9613028501,390,PPS,Exemption 4,60,100,79071,79071,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-1769,NA,79070,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105060319,BARRINGTON MIGHTY,barrington-mighty-9052858807,20321,WV,39 Kendig Ln,Martinsburg,25404-7734,561790,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-04-23,Benworth Capital,WV-02,NA,NA,NA,9052858807,390,PPP,Exemption 4,60,100,20321,20321,0,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-7734,NA,20321,NA,NA,NA,NA,NA,Miami,FL,NA,529192,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105069715,THE LAUGH-N-PLAY CLUBHOUSE LLC.,laugh-n-play-clubhouse-llc-5410527406,6700,WV,55 Meadow Ln Building 8,MARTINSBURG,25404-3820,624410,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,NA,5,2020-05-12,Woodforest National Bank,WV-02,NA,NA,NA,5410527406,390,PPP,Paid in Full,24,100,6700,6700,0,NA,70410,Woodforest National Bank,1330 Lake Robbins Dr,THE WOODLANDS,TX,77380-3266,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25404-3820,NA,6700,NA,NA,NA,NA,NA,THE WOODLANDS,TX,2021-02-06,70410,NA,N,NA,NA,NA,Unknown/NotStated,6742.25,2021-01-07
105047248,THE KELLEY AGENCIES LLC,the-kelley-agencies-llc-1583518802,105765,WV,724 Lakeview Dr,Martinsburg,25401-2402,524210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,11,2021-04-10,AmeriServ Financial Bank,WV-02,NA,NA,NA,1583518802,390,PPS,Exemption 4,60,100,105765,105765,0,NA,60613,AmeriServ Financial Bank,216 Franklin St,JOHNSTOWN,PA,15901-1911,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-2402,NA,105765,NA,NA,NA,NA,NA,JOHNSTOWN,PA,NA,60613,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105062022,FRANCISCO LEON,francisco-leon-5020338703,17275.42,WV,196 Campaign Ln,Hedgesville,25427-4393,238190,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,3,2021-04-02,"Square Capital, LLC",WV-02,NA,NA,NA,5020338703,390,PPP,Exemption 4,60,100,17275.42,17275.42,0,NA,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,R,N,Existing or more than 2 years old,Hedgesville,BERKELEY,WV,25427-4393,NA,17275.42,NA,NA,NA,NA,NA,San Francisco,CA,NA,529050,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105063957,"ERNIE D'S ENTERPRISES, LLC",ernie-d-s-enterprises-llc-4642598210,14000,WV,4786 WILLIAMSPORT PIKE,MARTINSBURG,25404-6430,423860,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,3,2020-08-06,United Bank,WV-02,NA,NA,NA,4642598210,390,PPP,Exemption 4,60,100,14000,14000,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25404-6430,NA,14000,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105074224,BRANDON POTTS,brandon-potts-7828548807,2707,WV,19 Silas Ct,Inwood,25428-4985,492210,Independent Contractors,White,Male Owned,Non-Veteran,NA,1,2021-04-22,"Prestamos CDFI, LLC",WV-02,NA,NA,NA,7828548807,390,PPP,Exemption 4,60,100,2707,2707,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-4985,1,2704,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105074607,CRISSY SHIPLEY,crissy-shipley-7138368804,2422.9,WV,129 Mercury Ct,Martinsburg,25404-6162,621999,Sole Proprietorship,Unanswered,Female Owned,Unanswered,NA,1,2021-04-21,First United Bank & Trust,WV-02,NA,NA,NA,7138368804,390,PPP,Exemption 4,60,100,2422.9,2422.9,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-6162,NA,2421.9,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105047262,NEW LIFE COMMUNITY CHURCH,new-life-community-church-5721598300,105505.47,WV,4102 Tabler Station Rd,Inwood,25428-4552,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,TRUE,13,2021-01-25,Bank of Charles Town,WV-02,NA,NA,NA,5721598300,390,PPS,Exemption 4,60,100,105505.47,105505.47,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-4552,1,105500.47,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105065085,MICHEL KADDISSY,michel-kaddissy-9116527403,12282.09,WV,940 Cheshire rd bunkerhill wv,BUNKER HILL,25413-3523,441120,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2020-05-19,Celtic Bank Corporation,WV-02,NA,NA,NA,9116527403,390,PPP,Paid in Full,24,100,13282.09,12282.09,0,NA,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,R,N,Existing or more than 2 years old,BUNKER HILL,BERKELEY,WV,25413-0001,1535.26,9211.56,1535.27,NA,0,NA,NA,SALT LAKE CITY,UT,2021-06-18,223542,NA,N,NA,NA,NA,Unknown/NotStated,12404.91,2021-05-20
105073485,KAYLA SMITH,kayla-smith-4478388802,3331,WV,47 Sinker Dr,Inwood,25428-5018,561720,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2021-04-16,Benworth Capital,WV-02,NA,NA,NA,4478388802,390,PPP,Exemption 4,60,100,3331,3331,0,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-5018,NA,3331,NA,NA,NA,NA,NA,Miami,FL,NA,529192,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105054491,EWO INC.,ewo-inc-1894708405,33000,WV,609 Linden Ln,Martinsburg,25401-1819,561730,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,NA,3,2021-02-02,The Bancorp Bank,WV-02,NA,NA,NA,1894708405,390,PPS,Exemption 4,60,100,33000,33000,0,Lawn Doctor,188901,The Bancorp Bank,"409 Silverside Rd, Ste 105",WILMINGTON,DE,19809-1771,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-1819,1,32998,NA,NA,NA,NA,NA,WILMINGTON,DE,NA,188901,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105062353,NELINAH SMITH,nelinah-smith-9612738903,16665,WV,19 Athens Dr,Hedgesville,25427-1299,813110,Sole Proprietorship,Black or African American,Female Owned,Non-Veteran,NA,1,2021-05-12,"Prestamos CDFI, LLC",WV-02,NA,NA,NA,9612738903,390,PPP,Exemption 4,60,100,16665,16665,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,R,N,Existing or more than 2 years old,Hedgesville,BERKELEY,WV,25427-1299,1,16661,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105065733,"CHRIST REFORMED UNITED CHURCH OF CHRIST OF MARTINSBURG, WEST",christ-reformed-united-church-of-christ-of-martinsburg-west-4708258010,11400,WV,117 E Burke Street,Martinsburg,25401-4301,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,TRUE,3,2020-06-26,First United Bank & Trust,WV-02,NA,NA,NA,4708258010,390,PPP,Paid in Full,60,100,11400,11400,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-4301,NA,11400,NA,NA,NA,NA,NA,OAKLAND,MD,2021-04-17,30767,NA,Y,NA,NA,NA,Unknown/NotStated,11488.03,2021-04-01
105072083,AMANDA FULTZ,amanda-fultz-7069128601,4536.87,WV,856 McDonald Dr,Inwood,25428-4681,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-23,"CNB Bank, Inc.",WV-02,NA,NA,NA,7069128601,390,PPP,Exemption 4,60,100,4536.87,4536.87,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-4681,NA,4536.87,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,4547.06,2021-06-15
94296698,PANHANDLE HOME HEALTH INC,panhandle-home-health-inc-6425868407,475395,WV,208 Old Mill Rd Martinsburg Wv 25401,Martinsburg,25401-9219,621610,Non-Profit Organization,Unanswered,Unanswered,Unanswered,TRUE,39,2021-02-10,First United Bank & Trust,WV-02,NA,NA,NA,6425868407,390,PPS,Exemption 4,60,100,475395,475395,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-9219,1,475390,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,Y,NA,NA,NA,Unknown/NotStated,477045.68,2021-06-23
105052832,STEP AHEAD PRESCHOOL INC,step-ahead-preschool-inc-8379578607,41169,WV,418 Stribling Rd,Martinsburg,25403-5068,624410,Corporation,Unanswered,Unanswered,Unanswered,NA,13,2021-03-24,Truist Bank d/b/a Branch Banking & Trust Co,WV-02,NA,NA,NA,8379578607,390,PPS,Exemption 4,60,100,41169,41169,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25403-5068,1,41167,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105062679,BEAR'S REPAIR & TIRE SERVICE LLC,bear-s-repair-tire-service-llc-6130978408,16034,WV,904 Winchester Ave,Martinsburg,25401-1762,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,3,2021-02-10,United Bank,WV-02,NA,NA,NA,6130978408,390,PPS,Exemption 4,60,100,16034,16034,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-1762,1,16032,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
