project_county_name,project_state,total
PIKE,MS,2152
PIKE,OH,302
PIKE,PA,716
PIMA,AZ,13357
PINAL,AZ,3833
PINE,MN,568
PINE RIDGE,SD,129
PINELLAS,FL,26309
PIPESTONE,MN,623
PISCATAQUIS,ME,283
PITKIN,CO,1298
PITT,NC,2874
PITTSBURG,OK,1104
PITTSYLVANIA,VA,566
PIUTE,UT,54
PLACER,CA,8433
PLAQUEMINES,LA,829
PLATTE,MO,2054
PLATTE,NE,2026
PLATTE,WY,292
PLEASANTS,WV,52
PLUMAS,CA,368
PLYMOUTH,IA,1888
PLYMOUTH,MA,11013
POCAHONTAS,IA,674
POCAHONTAS,WV,169
POINSETT,AR,465
POINTE COUPEE,LA,618
POLK,AR,525
POLK,FL,13474
POLK,GA,730
POLK,IA,10236
POLK,MN,1410
POLK,MO,996
POLK,NC,264
POLK,NE,491
POLK,OR,844
POLK,TN,142
POLK,TX,799
POLK,WI,1183
PONCE,PR,1885
PONDERA,MT,333
PONTOTOC,MS,892
PONTOTOC,OK,1128
POPE,AR,1087
POPE,IL,81
POPE,MN,540
POQUOSON CITY,VA,129
PORTAGE,OH,2403
PORTAGE,WI,1301
PORTER,IN,2900
PORTSMOUTH CITY,VA,1629
POSEY,IN,335
POTTAWATOMIE,KS,810
POTTAWATOMIE,OK,1206
POTTAWATTAMIE,IA,2027
POTTER,PA,184
POTTER,SD,241
POTTER,TX,2567
POWDER RIVER,MT,185
POWELL,KY,221
POWELL,MT,215
POWER,ID,135
POWESHIEK,IA,945
POWHATAN,VA,449
PRAIRIE,AR,239
PRAIRIE,MT,94
PRATT,KS,427
PREBLE,OH,710
PRENTISS,MS,846
PRESIDIO,TX,143
PRESQUE ISLE,MI,152
PRESTON,WV,477
PRICE,WI,311
PRINCE EDWARD,VA,338
PRINCE GEORGE,VA,335
PRINCE GEORGES,MD,23293
PRINCE OF WALES HYDER,AK,149
PRINCE WILLIAM,VA,7943
PROVIDENCE,RI,13798
PROWERS,CO,555
PUEBLO,CO,1969
PULASKI,AR,13159
PULASKI,GA,267
PULASKI,IL,146
PULASKI,IN,359
PULASKI,KY,1580
PULASKI,MO,794
PULASKI,VA,313
PUSHMATAHA,OK,574
PUTNAM,FL,885
PUTNAM,GA,601
PUTNAM,IL,190
PUTNAM,IN,560
PUTNAM,MO,350
PUTNAM,NY,2156
PUTNAM,OH,1238
PUTNAM,TN,2060
PUTNAM,WV,755
QUAY,NM,196
QUEBRADILLAS,PR,221
QUEEN ANNES,MD,1233
QUEENS,NY,65635
QUITMAN,GA,46
QUITMAN,MS,313
RABUN,GA,265
RACINE,WI,3810
RADFORD,VA,184
RAINS,TX,224
RALEIGH,WV,982
RALLS,MO,289
RAMSEY,MN,11639
RAMSEY,ND,610
RANDALL,TX,2715
RANDOLPH,AL,488
RANDOLPH,AR,516
RANDOLPH,GA,327
RANDOLPH,IL,641
RANDOLPH,IN,412
RANDOLPH,MO,529
RANDOLPH,NC,1818
RANDOLPH,WV,515
RANKIN,MS,4074
RANSOM,ND,389
RAPIDES,LA,2717
RAPPAHANNOCK,VA,139
RAVALLI,MT,1061
RAWLINS,KS,307
RAY,MO,554
REAGAN,TX,96
REAL,TX,56
RED LAKE,MN,257
RED RIVER,LA,186
RED RIVER,TX,329
RED WILLOW,NE,573
REDWOOD,MN,1324
REEVES,TX,206
REFUGIO,TX,104
RENO,KS,1664
RENSSELAER,NY,2205
RENVILLE,MN,1089
RENVILLE,ND,255
REPUBLIC,KS,514
REYNOLDS,MO,251
RHEA,TN,375
RICE,KS,389
RICE,MN,1653
RICH,UT,108
RICHARDSON,NE,591
RICHLAND,IL,641
RICHLAND,LA,758
RICHLAND,MT,679
RICHLAND,ND,890
RICHLAND,OH,2021
RICHLAND,SC,12001
RICHLAND,WI,558
RICHMOND,GA,4902
RICHMOND,NC,457
RICHMOND,NY,9431
RICHMOND,VA,125
RICHMOND CITY,VA,4783
RILEY,KS,1385
RINCON,PR,158
RINGGOLD,IA,481
RIO ARRIBA,NM,290
RIO BLANCO,CO,131
RIO GRANDE,CO,268
RIO GRANDE,PR,398
RIPLEY,IN,472
RIPLEY,MO,404
RITCHIE,WV,84
RIVERSIDE,CA,40047
ROANE,TN,468
ROANE,WV,134
ROANOKE,VA,1247
ROANOKE CITY,VA,2034
ROBERTS,SD,692
ROBERTS,TX,29
ROBERTSON,KY,64
ROBERTSON,TN,1046
ROBERTSON,TX,418
ROBESON,NC,1263
ROCK,MN,686
ROCK,NE,219
ROCK,WI,2943
ROCK ISLAND,IL,2660
ROCKBRIDGE,VA,304
ROCKCASTLE,KY,323
ROCKDALE,GA,5431
ROCKINGHAM,NC,892
ROCKINGHAM,NH,8004
ROCKINGHAM,VA,1121
ROCKLAND,NY,9201
ROCKWALL,TX,2722
ROGER MILLS,OK,493
ROGERS,OK,1598
ROLETTE,ND,447
ROOKS,KS,356
ROOSEVELT,MT,392
ROOSEVELT,NM,277
ROSCOMMON,MI,242
ROSEAU,MN,730
ROSEBUD,MT,219
ROSS,OH,935
Rota,MP,13
ROUTT,CO,1289
ROWAN,KY,472
ROWAN,NC,1831
RUNNELS,TX,364
RUSH,IN,380
RUSH,KS,319
RUSK,TX,819
RUSK,WI,326
RUSSELL,AL,1695
RUSSELL,KS,458
RUSSELL,KY,707
RUSSELL,VA,485
RUTHERFORD,NC,633
RUTHERFORD,TN,6375
RUTLAND,VT,1158
SABANA GRANDE,PR,128
SABINE,LA,355
SABINE,TX,115
SAC,IA,972
SACRAMENTO,CA,28884
SAGADAHOC,ME,679
SAGINAW,MI,4284
SAGUACHE,CO,137
SAINT BERNARD,LA,1207
SAINT CHARLES,LA,1202
SAINT CHARLES,MO,6915
SAINT CLAIR,AL,1071
SAINT CLAIR,IL,6016
SAINT CLAIR,MI,2051
SAINT CLAIR,MO,468
SAINT CROIX,VI,778
SAINT CROIX,WI,2029
SAINT FRANCIS,AR,795
SAINT FRANCOIS,MO,1118
SAINT HELENA,LA,582
SAINT JAMES,LA,894
SAINT JOHN,VI,206
SAINT JOHNS,FL,5430
SAINT JOSEPH,MI,809
SAINT LANDRY,LA,1968
SAINT LAWRENCE,NY,1306
SAINT LOUIS,MN,3343
SAINT LOUIS,MO,28677
SAINT LOUIS CITY,MO,8942
SAINT LUCIE,FL,7657
SAINT MARTIN,LA,1371
SAINT MARY,LA,2278
SAINT MARYS,MD,1238
SAINT TAMMANY,LA,7538
SAINT THOMAS,VI,1336
SAINTE GENEVIEVE,MO,379
Saipan,MP,550
SALEM,NJ,939
SALEM,VA,543
SALINAS,PR,162
SALINE,AR,1912
SALINE,IL,552
SALINE,KS,1555
SALINE,MO,866
SALINE,NE,694
SALT LAKE,UT,22911
SALUDA,SC,177
SAMPSON,NC,865
SAN AUGUSTINE,TX,152
SAN BENITO,CA,758
SAN BERNARDINO,CA,39740
SAN DIEGO,CA,69143
SAN FRANCISCO,CA,29783
SAN GERMAN,PR,282
SAN JACINTO,TX,296
SAN JOAQUIN,CA,11286
SAN JUAN,CO,55
SAN JUAN,NM,1378
SAN JUAN,PR,12167
SAN JUAN,UT,167
SAN JUAN,WA,635
SAN LORENZO,PR,277
SAN LUIS OBISPO,CA,6450
SAN MATEO,CA,17155
SAN MIGUEL,CO,578
SAN MIGUEL,NM,224
SAN PATRICIO,TX,811
SAN SABA,TX,267
SAN SEBASTIAN,PR,520
SANBORN,SD,291
SANDERS,MT,261
SANDOVAL,NM,1153
SANDUSKY,OH,1107
SANGAMON,IL,5282
SANILAC,MI,1118
SANPETE,UT,529
SANTA BARBARA,CA,9645
SANTA CLARA,CA,36027
SANTA CRUZ,AZ,622
SANTA CRUZ,CA,5458
SANTA FE,NM,3424
SANTA ISABEL,PR,164
SANTA ROSA,FL,2598
SARASOTA,FL,11587
SARATOGA,NY,4179
SARGENT,ND,356
SARPY,NE,2871
SAUK,WI,1795
SAUNDERS,NE,1294
SAWYER,WI,443
SCHENECTADY,NY,2261
SCHLEICHER,TX,106
SCHLEY,GA,121
SCHOHARIE,NY,344
SCHOOLCRAFT,MI,139
SCHUYLER,IL,244
SCHUYLER,MO,231
SCHUYLER,NY,299
SCHUYLKILL,PA,1563
SCIOTO,OH,795
SCOTLAND,MO,290
SCOTLAND,NC,389
SCOTT,AR,299
SCOTT,IA,3776
SCOTT,IL,219
SCOTT,IN,228
SCOTT,KS,454
SCOTT,KY,840
SCOTT,MN,3074
SCOTT,MO,1288
SCOTT,MS,714
SCOTT,TN,321
SCOTT,VA,267
SCOTTS BLUFF,NE,1182
SCREVEN,GA,289
SCURRY,TX,268
SEARCY,AR,272
SEBASTIAN,AR,2516
SEDGWICK,CO,145
SEDGWICK,KS,10260
SEMINOLE,FL,12950
SEMINOLE,GA,332
SEMINOLE,OK,518
SENECA,NY,439
SENECA,OH,1213
SEQUATCHIE,TN,244
SEQUOYAH,OK,1082
SEVIER,AR,350
SEVIER,TN,2196
SEVIER,UT,493
SEWARD,KS,597
SEWARD,NE,881
SHACKELFORD,TX,168
SHANNON,MO,348
SHARKEY,MS,212
SHARP,AR,468
SHASTA,CA,2985
SHAWANO,WI,891
SHAWNEE,KS,3157
SHEBOYGAN,WI,1948
SHELBY,AL,4895
SHELBY,IA,952
SHELBY,IL,871
SHELBY,IN,655
SHELBY,KY,783
SHELBY,MO,367
SHELBY,OH,1005
SHELBY,TN,36850
SHELBY,TX,701
SHENANDOAH,VA,539
SHERBURNE,MN,1830
SHERIDAN,KS,376
SHERIDAN,MT,383
SHERIDAN,ND,195
SHERIDAN,NE,516
SHERIDAN,WY,1487
SHERMAN,KS,425
SHERMAN,NE,417
SHERMAN,OR,58
SHERMAN,TX,143
SHIAWASSEE,MI,883
SHOSHONE,ID,159
SIBLEY,MN,829
SIERRA,CA,33
SIERRA,NM,160
SILVER BOW,MT,729
SIMPSON,KY,446
SIMPSON,MS,700
SIOUX,IA,2723
SIOUX,ND,98
SIOUX,NE,151
SISKIYOU,CA,656
SITKA,AK,529
SKAGIT,WA,2263
SKAGWAY,AK,88
SKAMANIA,WA,119
SLOPE,ND,108
SMITH,KS,416
SMITH,MS,403
SMITH,TN,463
SMITH,TX,4867
SMYTH,VA,537
SNOHOMISH,WA,13680
SNYDER,PA,580
SOCORRO,NM,103
SOLANO,CA,6908
SOMERSET,MD,251
SOMERSET,ME,717
SOMERSET,NJ,7830
SOMERSET,PA,1104
SOMERVELL,TX,140
SONOMA,CA,11580
SOUTHAMPTON,VA,241
SOUTHEAST FAIRBANKS,AK,91
SPALDING,GA,3831
SPARTANBURG,SC,5439
SPENCER,IN,368
SPENCER,KY,204
SPINK,SD,738
SPOKANE,WA,8445
SPOTSYLVANIA,VA,1736
ST JOHN THE BAPTIST,LA,1731
ST JOSEPH,IN,5411
STAFFORD,KS,362
STAFFORD,VA,1917
STANISLAUS,CA,7259
STANLEY,SD,253
STANLY,NC,807
STANTON,KS,152
STANTON,NE,463
STARK,IL,318
STARK,ND,1386
STARK,OH,6749
STARKE,IN,338
STARR,TX,808
STAUNTON CITY,VA,525
STEARNS,MN,4796
STEELE,MN,912
STEELE,ND,190
STEPHENS,GA,342
STEPHENS,OK,1390
STEPHENS,TX,319
STEPHENSON,IL,1574
STERLING,TX,56
STEUBEN,IN,567
STEUBEN,NY,1202
STEVENS,KS,213
STEVENS,MN,470
STEVENS,WA,475
STEWART,GA,144
STEWART,TN,168
STILLWATER,MT,269
STODDARD,MO,1039
STOKES,NC,363
STONE,AR,317
STONE,MO,704
STONE,MS,238
STONEWALL,TX,85
STOREY,NV,82
STORY,IA,1827
STRAFFORD,NH,1987
STUTSMAN,ND,1153
SUBLETTE,WY,402
SUFFOLK,MA,19619
SUFFOLK,NY,38695
SUFFOLK CITY,VA,1356
SULLIVAN,IN,330
SULLIVAN,MO,375
SULLIVAN,NH,658
SULLIVAN,NY,1200
SULLIVAN,PA,92
SULLIVAN,TN,2361
SULLY,SD,206
SUMMERS,WV,91
SUMMIT,CO,1326
SUMMIT,OH,12538
SUMMIT,UT,1948
SUMNER,KS,820
SUMNER,TN,3640
SUMTER,AL,381
SUMTER,FL,1323
SUMTER,GA,1279
SUMTER,SC,2944
SUNFLOWER,MS,1159
SURRY,NC,807
SURRY,VA,78
SUSQUEHANNA,PA,603
SUSSEX,DE,4202
SUSSEX,NJ,2351
SUSSEX,VA,117
SUTTER,CA,1612
SUTTON,TX,91
SUWANNEE,FL,617
SWAIN,NC,277
SWEET GRASS,MT,149
SWEETWATER,WY,773
SWIFT,MN,634
SWISHER,TX,212
SWITZERLAND,IN,99
TALBOT,GA,209
TALBOT,MD,1242
TALIAFERRO,GA,23
TALLADEGA,AL,1172
TALLAHATCHIE,MS,840
TALLAPOOSA,AL,672
TAMA,IA,955
TANEY,MO,1608
TANGIPAHOA,LA,4503
TAOS,NM,686
TARRANT,TX,50331
TATE,MS,936
TATTNALL,GA,500
TAYLOR,FL,251
TAYLOR,GA,251
TAYLOR,IA,490
TAYLOR,KY,749
TAYLOR,TX,2640
TAYLOR,WI,700
TAYLOR,WV,130
TAZEWELL,IL,2297
TAZEWELL,VA,609
TEHAMA,CA,616
TELFAIR,GA,609
TELLER,CO,570
TENSAS,LA,210
TERREBONNE,LA,5307
TERRELL,GA,462
TERRELL,TX,9
TERRY,TX,310
TETON,ID,384
TETON,MT,412
TETON,WY,1560
TEXAS,MO,865
TEXAS,OK,740
THAYER,NE,462
THOMAS,GA,1459
THOMAS,KS,608
THOMAS,NE,82
THROCKMORTON,TX,110
THURSTON,NE,366
THURSTON,WA,3794
TIFT,GA,1481
TILLAMOOK,OR,455
TILLMAN,OK,265
Tinian,MP,10
TIOGA,NY,563
TIOGA,PA,608
TIPPAH,MS,560
TIPPECANOE,IN,3064
TIPTON,IN,356
TIPTON,TN,1090
TISHOMINGO,MS,366
TITUS,TX,604
TOA ALTA,PR,727
TOA BAJA,PR,900
TODD,KY,287
TODD,MN,903
TODD,SD,109
TOLLAND,CT,1992
TOM GREEN,TX,2335
TOMPKINS,NY,1829
TOOELE,UT,588
TOOLE,MT,193
TOOMBS,GA,675
TORRANCE,NM,116
TOWNER,ND,254
TOWNS,GA,171
TRAILL,ND,518
TRANSYLVANIA,NC,478
TRAVERSE,MN,311
TRAVIS,TX,32393
TREASURE,MT,56
TREGO,KS,251
TREMPEALEAU,WI,944
TREUTLEN,GA,166
TRIGG,KY,239
TRIMBLE,KY,187
TRINITY,CA,81
TRINITY,TX,223
TRIPP,SD,762
TROUP,GA,3383
TROUSDALE,TN,165
TRUJILLO ALTO,PR,849
TRUMBULL,OH,3053
TUCKER,WV,134
TULARE,CA,4959
TULSA,OK,15514
TUNICA,MS,432
TUOLUMNE,CA,747
TURNER,GA,625
TURNER,SD,659
TUSCALOOSA,AL,5623
TUSCARAWAS,OH,1362
TUSCOLA,MI,1017
TWIGGS,GA,206
TWIN FALLS,ID,1785
TYLER,TX,186
TYLER,WV,40
TYRRELL,NC,54
UINTA,WY,402
UINTAH,UT,629
ULSTER,NY,3800
UMATILLA,OR,980
UNICOI,TN,127
UNION,AR,1450
UNION,FL,124
UNION,GA,362
UNION,IA,671
UNION,IL,415
UNION,IN,154
UNION,KY,369
UNION,LA,557
UNION,MS,925
UNION,NC,3964
UNION,NJ,13474
UNION,NM,117
UNION,OH,822
UNION,OR,433
UNION,PA,620
UNION,SC,308
UNION,SD,746
UNION,TN,171
UPSHUR,TX,588
UPSHUR,WV,346
UPSON,GA,1308
UPTON,TX,69
UTAH,UT,9848
UTUADO,PR,191
UVALDE,TX,767
VAL VERDE,TX,503
VALDEZ CORDOVA,AK,511
VALENCIA,NM,460
VALLEY,ID,365
VALLEY,MT,436
VALLEY,NE,493
VAN BUREN,AR,268
VAN BUREN,IA,379
VAN BUREN,MI,1061
VAN BUREN,TN,111
VAN WERT,OH,747
VAN ZANDT,TX,806
VANCE,NC,634
VANDERBURGH,IN,3574
VEGA ALTA,PR,378
VEGA BAJA,PR,465
VENANGO,PA,648
VENTURA,CA,17624
VERMILION,IL,1753
VERMILION,LA,1456
VERMILLION,IN,176
VERNON,LA,474
VERNON,MO,670
VERNON,WI,1062
VICTORIA,TX,1666
VIEQUES,PR,101
VIGO,IN,1703
VILAS,WI,555
VILLALBA,PR,114
VINTON,OH,91
VIRGINIA BEACH CITY,VA,8671
VOLUSIA,FL,10635
WABASH,IL,357
WABASH,IN,566
WABASHA,MN,944
WABAUNSEE,KS,316
WADENA,MN,505
WAGONER,OK,1132
WAHKIAKUM,WA,61
WAKE,NC,24211
WAKULLA,FL,437
WALDO,ME,821
WALKER,AL,880
WALKER,GA,644
WALKER,TX,1023
WALLA WALLA,WA,972
WALLACE,KS,226
WALLER,TX,1002
WALLOWA,OR,268
WALSH,ND,745
WALTHALL,MS,582
WALTON,FL,2586
WALTON,GA,2397
WALWORTH,SD,409
WALWORTH,WI,2063
WAPELLO,IA,886
WARD,ND,2203
WARD,TX,197
WARE,GA,776
WARREN,GA,109
WARREN,IA,1066
WARREN,IL,589
WARREN,IN,188
WARREN,KY,3052
WARREN,MO,498
WARREN,MS,1561
WARREN,NC,151
WARREN,NJ,1757
WARREN,NY,1538
WARREN,OH,3520
WARREN,PA,393
WARREN,TN,739
WARREN,VA,481
WARRICK,IN,990
WASATCH,UT,758
WASCO,OR,451
WASECA,MN,919
WASHAKIE,WY,345
WASHBURN,WI,471
WASHINGTON,AL,310
WASHINGTON,AR,4901
WASHINGTON,CO,384
WASHINGTON,FL,376
WASHINGTON,GA,559
WASHINGTON,IA,1141
WASHINGTON,ID,144
WASHINGTON,IL,735
WASHINGTON,IN,361
WASHINGTON,KS,778
WASHINGTON,KY,499
WASHINGTON,LA,952
WASHINGTON,MD,2304
WASHINGTON,ME,1195
WASHINGTON,MN,4752
WASHINGTON,MO,422
WASHINGTON,MS,2034
WASHINGTON,NC,150
WASHINGTON,NE,689
WASHINGTON,NY,682
WASHINGTON,OH,927
WASHINGTON,OK,910
WASHINGTON,OR,10383
WASHINGTON,PA,3571
WASHINGTON,RI,3079
WASHINGTON,TN,2103
WASHINGTON,TX,942
WASHINGTON,UT,4110
WASHINGTON,VA,973
WASHINGTON,VT,1793
WASHINGTON,WI,2649
WASHITA,OK,768
WASHOE,NV,9405
WASHTENAW,MI,7049
WATAUGA,NC,1041
WATONWAN,MN,464
WAUKESHA,WI,9457
WAUPACA,WI,1158
WAUSHARA,WI,404
WAYNE,GA,476
WAYNE,IA,377
WAYNE,IL,618
WAYNE,IN,989
WAYNE,KY,459
WAYNE,MI,47816
WAYNE,MO,347
WAYNE,MS,694
WAYNE,NC,1492
WAYNE,NE,587
WAYNE,NY,1264
WAYNE,OH,1774
WAYNE,PA,962
WAYNE,TN,448
WAYNE,UT,121
WAYNE,WV,245
WAYNESBORO CITY,VA,336
WEAKLEY,TN,623
WEBB,TX,4149
WEBER,UT,3591
WEBSTER,GA,105
WEBSTER,IA,1202
WEBSTER,KY,251
WEBSTER,LA,895
WEBSTER,MO,1235
WEBSTER,MS,367
WEBSTER,NE,316
WEBSTER,WV,57
WELD,CO,5620
WELLS,IN,508
WELLS,ND,371
WEST BATON ROUGE,LA,889
WEST CARROLL,LA,270
WEST FELICIANA,LA,251
WESTCHESTER,NY,27114
WESTMORELAND,PA,5328
WESTMORELAND,VA,192
WESTON,WY,263
WETZEL,WV,118
WEXFORD,MI,442
WHARTON,TX,1169
WHATCOM,WA,4821
WHEATLAND,MT,81
WHEELER,GA,147
WHEELER,NE,123
WHEELER,OR,46
WHEELER,TX,190
WHITE,AR,1327
WHITE,GA,492
WHITE,IL,540
WHITE,IN,602
WHITE,TN,697
WHITE PINE,NV,146
WHITESIDE,IL,1373
WHITFIELD,GA,1613
WHITLEY,IN,624
WHITLEY,KY,569
WHITMAN,WA,679
WIBAUX,MT,115
WICHITA,KS,321
WICHITA,TX,2671
WICOMICO,MD,1834
WILBARGER,TX,451
WILCOX,AL,355
WILCOX,GA,286
WILKES,GA,281
WILKES,NC,621
WILKIN,MN,363
WILKINSON,GA,272
WILKINSON,MS,280
WILL,IL,19209
WILLACY,TX,211
WILLIAMS,ND,1597
WILLIAMS,OH,643
WILLIAMSBURG,SC,896
WILLIAMSBURG CITY,VA,244
WILLIAMSON,IL,1534
WILLIAMSON,TN,7821
WILLIAMSON,TX,10806
WILSON,KS,376
WILSON,NC,1532
WILSON,TN,2895
WILSON,TX,707
WINCHESTER CITY,VA,803
WINDHAM,CT,1512
WINDHAM,VT,1015
WINDSOR,VT,1291
WINKLER,TX,156
WINN,LA,228
WINNEBAGO,IA,645
WINNEBAGO,IL,7764
WINNEBAGO,WI,2692
WINNESHIEK,IA,1375
WINONA,MN,1105
WINSTON,AL,364
WINSTON,MS,590
WIRT,WV,26
WISE,TX,1164
WISE,VA,351
WOLFE,KY,87
WOOD,OH,2200
WOOD,TX,613
WOOD,WI,1433
WOOD,WV,1059
WOODBURY,IA,2670
WOODFORD,IL,931
WOODFORD,KY,613
WOODRUFF,AR,149
WOODS,OK,660
WOODSON,KS,231
WOODWARD,OK,1306
WORCESTER,MA,13959
WORCESTER,MD,1716
WORTH,GA,468
WORTH,IA,489
WORTH,MO,160
WRANGELL,AK,198
WRIGHT,IA,620
WRIGHT,MN,2882
WRIGHT,MO,950
WYANDOT,OH,534
WYANDOTTE,KS,2360
WYOMING,NY,562
WYOMING,PA,371
WYOMING,WV,119
WYTHE,VA,496
YABUCOA,PR,148
YADKIN,NC,384
YAKIMA,WA,3382
YAKUTAT,AK,26
YALOBUSHA,MS,529
YAMHILL,OR,1588
YANCEY,NC,216
YANKTON,SD,985
YATES,NY,362
YAUCO,PR,344
YAVAPAI,AZ,3618
YAZOO,MS,1051
YELL,AR,293
YELLOW MEDICINE,MN,957
YELLOWSTONE,MT,3877
YOAKUM,TX,160
YOLO,CA,3253
YORK,ME,4357
YORK,NE,866
YORK,PA,6090
YORK,SC,4554
YORK,VA,865
YOUNG,TX,828
YUBA,CA,642
YUKON KOYUKUK,AK,26
YUMA,AZ,1772
YUMA,CO,878
ZAPATA,TX,191
ZAVALA,TX,109
ZIEBACH,SD,115
