end_date,election_type,result_type,special,office,district,name_raw,party,jurisdiction,votes,year,election_day,absentee,provisional,second_absentee
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,02,Mark Shell,REP,Harford,694,2018,515,3,2,5
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,02,"Mitchell J. Toland, Jr.",REP,Harford,569,2018,400,8,5,8
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,07,J. B. Jennings,REP,Harford,5231,2018,3677,37,16,33
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,34,Bob Cassilly,REP,Harford,5969,2018,4160,94,28,52
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,35,Jason C. Gallion,REP,Harford,5058,2018,3814,40,19,35
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Lauren Arikan,REP,Harford,2203,2018,1683,16,3,9
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Joshua Barlow,REP,Harford,864,2018,599,8,1,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,"Russ English, Jr.",REP,Harford,185,2018,143,0,1,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Michael A. Geppi,REP,Harford,1250,2018,897,7,4,9
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Norm Gifford,REP,Harford,98,2018,73,2,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Rick Impallaria,REP,Harford,2432,2018,1623,15,8,17
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Tammy Larkin,REP,Harford,924,2018,701,4,0,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Trevor Leach,REP,Harford,80,2018,63,0,0,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Bill Paulshock,REP,Harford,1153,2018,856,7,1,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Aaron Penman,REP,Harford,2140,2018,1437,14,6,9
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,David Seman,REP,Harford,1284,2018,829,8,4,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Angela Sudano-Marcellino,REP,Harford,238,2018,168,2,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,07,Kathy Szeliga,REP,Harford,3729,2018,2609,24,11,22
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,34A,R. Douglas Anstine,REP,Harford,167,2018,127,2,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,34A,Glen Glass,REP,Harford,1758,2018,1266,20,11,17
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,34A,J.D. Russell,REP,Harford,1703,2018,1194,15,4,11
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,34A,Monica A. Worrell,REP,Harford,1658,2018,1179,14,7,15
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,34B,Jan Marie Christensen,REP,Harford,542,2018,390,8,0,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,34B,Susan K. McComas,REP,Harford,1096,2018,715,44,5,11
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,34B,James V.  Capt'n Jim McMahan,REP,Harford,736,2018,482,11,3,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,34B,Walter Butch Tilley,REP,Harford,1037,2018,746,16,6,13
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,35B,Andrew Cassilly,REP,Harford,5000,2018,3745,47,19,34
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,35B,Teresa Reilly,REP,Harford,4558,2018,3411,37,20,33
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,Howard,7105,2018,4508,131,109,16
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,Howard,344,2018,233,6,13,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,Howard,15603,2018,10512,225,310,27
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,Howard,311,2018,231,2,6,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,Howard,890,2018,622,34,13,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,Howard,1631,2018,1030,35,23,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,Howard,901,2018,613,23,19,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Jim Shea,DEM,Howard,2263,2018,1426,39,25,8
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Krish O'Mara Vignarajah,DEM,Howard,4112,2018,2866,70,79,9
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Peter Franchot,DEM,Howard,28499,2018,18867,455,478,58
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Brian E. Frosh,DEM,Howard,28696,2018,18881,470,491,57
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Ben Cardin,DEM,Howard,27431,2018,17746,475,411,55
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Erik Jetmir,DEM,Howard,506,2018,385,11,12,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chelsea Manning,DEM,Howard,1762,2018,1243,38,61,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Marcia H. Morgan,DEM,Howard,611,2018,459,4,18,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Jerome Jerry Segal,DEM,Howard,1275,2018,987,28,32,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Richard Rikki Vaughn,DEM,Howard,503,2018,357,10,16,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Debbie Rica Wilson,DEM,Howard,765,2018,563,12,23,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Lih Young,DEM,Howard,642,2018,452,6,14,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,02,Jake Pretot,DEM,Howard,1237,2018,976,9,40,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,02,C.A. Dutch Ruppersberger,DEM,Howard,2140,2018,1438,24,26,10
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,Adam D. DeMarco,DEM,Howard,792,2018,610,22,21,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,John Rea,DEM,Howard,280,2018,224,4,7,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,Eduardo Rosas,DEM,Howard,773,2018,633,5,20,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,John Sarbanes,DEM,Howard,8641,2018,6010,160,103,19
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,07,"Anthony Carter, Sr.",DEM,Howard,453,2018,305,10,9,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,07,Elijah Cummings,DEM,Howard,17280,2018,10710,316,279,26
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,07,John Moser,DEM,Howard,712,2018,467,23,16,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,07,Charles U. Smith,DEM,Howard,223,2018,144,5,4,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,07,Charles Stokes,DEM,Howard,288,2018,195,3,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,09,Katie Fry Hester,DEM,Howard,8667,2018,5444,142,118,15
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,12,Clarence K. Lam,DEM,Howard,6714,2018,4051,118,113,13
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,12,Mary Kay Sigaty,DEM,Howard,2210,2018,1435,55,50,5
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,13,Guy Guzzone,DEM,Howard,12285,2018,8806,188,174,25
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09A,Steven M. Bolen,DEM,Howard,2270,2018,1440,51,21,6
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09A,Michael David Gross,DEM,Howard,1333,2018,937,16,12,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09A,Natalie Ziegler,DEM,Howard,3882,2018,2565,66,33,6
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09B,Daniel Medinger,DEM,Howard,1689,2018,995,34,26,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09B,Courtney Watson,DEM,Howard,3228,2018,1916,47,43,6
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,Jonathan Bratt,DEM,Howard,415,2018,279,11,13,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,Dario J. Broccolino,DEM,Howard,1297,2018,811,27,28,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,Eric Ebersole,DEM,Howard,6249,2018,3689,126,90,14
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,Jessica Feldmark,DEM,Howard,5072,2018,3073,97,91,11
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,Malcolm J. Heflin,DEM,Howard,582,2018,401,17,16,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,Terri Hill,DEM,Howard,6945,2018,4125,140,112,12
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,James Howard,DEM,Howard,874,2018,583,15,20,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,Mark Weaver,DEM,Howard,809,2018,533,15,12,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,13,Vanessa Atterbeary,DEM,Howard,10856,2018,7664,179,147,22
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,13,Shane Pendergrass,DEM,Howard,10020,2018,7036,158,113,25
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,13,"Larry Pretlow, II",DEM,Howard,3110,2018,2301,57,42,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,13,Jen Terrasa,DEM,Howard,9169,2018,6479,145,120,24
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Larry Hogan,REP,Howard,10592,2018,7824,126,123,35
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Anjali Reed Phukan,REP,Howard,8486,2018,6236,97,100,27
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Craig Wolf,REP,Howard,8911,2018,6545,102,101,29
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Tony Campbell,REP,Howard,2638,2018,1983,38,26,11
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chris Chaffee,REP,Howard,1512,2018,1129,14,18,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Evan M. Cronhardt,REP,Howard,337,2018,252,1,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Nnabu Eze,REP,Howard,266,2018,205,2,4,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,John R. Graziani,REP,Howard,829,2018,611,1,16,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Christina J. Grigorian,REP,Howard,1712,2018,1321,15,16,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Albert Binyahmin Howard,REP,Howard,199,2018,154,4,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Bill Krehnbrink,REP,Howard,189,2018,125,4,2,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,"Gerald I. Smith, Jr.",REP,Howard,355,2018,260,5,4,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Blaine Taylor,REP,Howard,366,2018,255,6,5,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Brian Charles Vaeth,REP,Howard,339,2018,228,4,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,02,Liz Matory,REP,Howard,331,2018,269,0,5,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,02,"Hubert Owens, Jr.",REP,Howard,105,2018,91,2,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,02,Mark Shell,REP,Howard,172,2018,142,0,1,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,02,"Mitchell J. Toland, Jr.",REP,Howard,68,2018,54,0,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,Charles Anthony,REP,Howard,758,2018,606,4,12,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,Thomas E. Pinkston Harris,REP,Howard,756,2018,588,6,6,5
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,Rob Seyfferth,REP,Howard,434,2018,351,1,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,07,Ray Bly,REP,Howard,816,2018,585,7,7,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,07,Richmond Davis,REP,Howard,1981,2018,1431,35,13,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,07,William T. Newton,REP,Howard,1132,2018,791,13,7,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,07,Michael Pearson,REP,Howard,1413,2018,1008,22,16,3
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,09,Gail H. Bates,REP,Howard,3446,2018,2361,46,24,5
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,09,Reid J. Novotny,REP,Howard,2472,2018,1862,35,13,6
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,12,Joseph D. Joe Hooe,REP,Howard,1257,2018,934,20,19,8
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09A,Trent Kittleman,REP,Howard,3571,2018,2651,47,18,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09A,Warren E. Miller,REP,Howard,3389,2018,2537,45,18,7
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09B,Bob Flanagan,REP,Howard,1610,2018,1002,27,8,4
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,Bob Cockey,REP,Howard,1067,2018,800,16,14,7
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,Melanie Harris,REP,Howard,1131,2018,850,20,16,6
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,12,Michael Russell,REP,Howard,1046,2018,788,16,14,6
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,13,Chris Yates,REP,Howard,2515,2018,2000,14,36,12
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,Kent,319,2018,170,16,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,Kent,34,2018,24,1,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,Kent,736,2018,412,15,7,5
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,Kent,31,2018,20,3,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,Kent,79,2018,50,3,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,Kent,85,2018,40,3,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,Kent,56,2018,33,1,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Jim Shea,DEM,Kent,179,2018,123,4,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Krish O'Mara Vignarajah,DEM,Kent,295,2018,163,9,3,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Peter Franchot,DEM,Kent,1665,2018,955,54,16,10
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Brian E. Frosh,DEM,Kent,1574,2018,886,51,17,9
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Ben Cardin,DEM,Kent,1564,2018,861,47,11,9
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Erik Jetmir,DEM,Kent,26,2018,19,1,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chelsea Manning,DEM,Kent,135,2018,79,7,3,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Marcia H. Morgan,DEM,Kent,41,2018,27,3,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Jerome Jerry Segal,DEM,Kent,43,2018,34,0,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Richard Rikki Vaughn,DEM,Kent,36,2018,26,1,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Debbie Rica Wilson,DEM,Kent,68,2018,41,2,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Lih Young,DEM,Kent,43,2018,30,1,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Michael Brown,DEM,Kent,234,2018,148,10,5,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Jesse Colvin,DEM,Kent,1021,2018,524,25,7,8
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Allison Galbraith,DEM,Kent,333,2018,193,10,2,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Erik Lane,DEM,Kent,27,2018,18,1,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Michael Pullen,DEM,Kent,164,2018,102,4,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Steve Worton,DEM,Kent,81,2018,58,7,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,36,Heather Lynette Sinclair,DEM,Kent,1441,2018,808,45,13,6
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Keirien Taylor,DEM,Kent,1248,2018,706,41,11,6
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Michael Ian Welker,DEM,Kent,1202,2018,682,40,10,6
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Crystal Woodward,DEM,Kent,1206,2018,682,40,10,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Larry Hogan,REP,Kent,1608,2018,1161,30,15,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Anjali Reed Phukan,REP,Kent,1133,2018,813,23,10,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Craig Wolf,REP,Kent,1230,2018,887,25,10,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Tony Campbell,REP,Kent,336,2018,249,3,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chris Chaffee,REP,Kent,297,2018,204,7,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Evan M. Cronhardt,REP,Kent,30,2018,20,0,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Nnabu Eze,REP,Kent,19,2018,12,1,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,John R. Graziani,REP,Kent,71,2018,48,2,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Christina J. Grigorian,REP,Kent,227,2018,172,2,4,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Albert Binyahmin Howard,REP,Kent,26,2018,21,2,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Bill Krehnbrink,REP,Kent,34,2018,23,1,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,"Gerald I. Smith, Jr.",REP,Kent,60,2018,42,2,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Blaine Taylor,REP,Kent,44,2018,36,0,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Brian Charles Vaeth,REP,Kent,42,2018,33,0,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Martin Elborn,REP,Kent,195,2018,143,0,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Andy Harris,REP,Kent,1297,2018,944,30,7,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Lamont Taylor,REP,Kent,72,2018,48,0,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,36,"Stephen S. Hershey, Jr.",REP,Kent,1429,2018,1022,29,12,4
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Jeff Ghrist,REP,Kent,749,2018,546,11,7,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,"Michael D. Smigiel, Jr.",REP,Kent,460,2018,324,11,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Jay A. Jacobs,REP,Kent,1535,2018,1100,27,10,4
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Steven James Arentz,REP,Kent,788,2018,548,10,8,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Rick Bowers,REP,Kent,172,2018,139,0,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Wick Dudley,REP,Kent,297,2018,229,3,3,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,Montgomery,41112,2018,27246,1768,533,1020
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,Montgomery,1750,2018,1242,92,43,23
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,Montgomery,45112,2018,32097,1205,855,1009
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,Montgomery,1202,2018,888,36,43,15
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,Montgomery,3014,2018,1997,248,69,57
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,Montgomery,18231,2018,11208,919,212,428
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,Montgomery,3206,2018,2209,142,70,75
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Jim Shea,DEM,Montgomery,3740,2018,2588,153,58,78
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Krish O'Mara Vignarajah,DEM,Montgomery,9208,2018,6499,317,244,259
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Peter Franchot,DEM,Montgomery,110733,2018,75171,4352,1725,2509
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Brian E. Frosh,DEM,Montgomery,112285,2018,75767,4449,1756,2564
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Ben Cardin,DEM,Montgomery,104605,2018,69712,4329,1444,2542
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Erik Jetmir,DEM,Montgomery,1712,2018,1228,60,41,49
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chelsea Manning,DEM,Montgomery,6946,2018,4872,259,236,150
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Marcia H. Morgan,DEM,Montgomery,2847,2018,2065,97,84,46
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Jerome Jerry Segal,DEM,Montgomery,5338,2018,3959,185,105,132
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Richard Rikki Vaughn,DEM,Montgomery,1620,2018,1177,47,41,48
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Debbie Rica Wilson,DEM,Montgomery,3270,2018,2393,96,96,80
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Lih Young,DEM,Montgomery,2295,2018,1663,77,75,34
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,Adam D. DeMarco,DEM,Montgomery,1021,2018,776,27,21,26
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,John Rea,DEM,Montgomery,348,2018,257,8,8,9
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,Eduardo Rosas,DEM,Montgomery,1001,2018,776,13,23,14
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,03,John Sarbanes,DEM,Montgomery,9593,2018,6239,257,76,233
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Andrew Duck,DEM,Montgomery,892,2018,578,32,21,27
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,George English,DEM,Montgomery,405,2018,301,21,6,9
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Chris Graves,DEM,Montgomery,600,2018,449,12,18,14
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Nadia Hashimi,DEM,Montgomery,4295,2018,3219,122,93,97
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Christopher Hearsey,DEM,Montgomery,299,2018,216,7,11,7
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Roger Manno,DEM,Montgomery,3737,2018,2461,154,52,99
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Aruna Miller,DEM,Montgomery,14539,2018,9790,397,215,329
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,David Trone,DEM,Montgomery,13413,2018,9413,356,207,198
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,08,Utam Paul,DEM,Montgomery,2530,2018,1850,84,77,36
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,08,Jamie Raskin,DEM,Montgomery,71679,2018,47723,3386,1017,1863
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,08,Summer Spring,DEM,Montgomery,3593,2018,2603,185,100,99
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,14,Craig J. Zucker,DEM,Montgomery,13261,2018,8799,299,123,289
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,15,Brian J. Feldman,DEM,Montgomery,12007,2018,7964,371,172,287
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,15,Hongjun Xin,DEM,Montgomery,1938,2018,1370,52,55,43
